title,budget,genres,country,charactor,director,vote_score,vote_count,vote_weight
616037,250000000,"[28, 12, 14]",[0],3894,55934,6.778,1802,5.4829923999518355
507086,165000000,"[12, 28, 878]",[0],18997,930707,7.108,2698,5.972418556258678
438148,85000000,"[10751, 16, 12, 35, 14]",[0],124747,8023,7.804,1257,5.695402494799401
361743,170000000,"[28, 18]",[0],996701,86270,8.339,1874,6.379786010034734
756999,18800000,"[27, 53]",[0],1530558,55499,8.0,1731,6.11078432783653
453395,200000001,"[14, 28, 12]",[0],550843,7623,7.515,5193,6.7124141021814205
718789,200000000,"[16, 878, 12, 28, 10751]",[0],74688,7929,7.334,1559,5.663958573860931
725201,200000000,"[28, 53]","[0, 1]",16828,19272,7.07,1457,5.475758067127414
614934,85000000,"[10402, 18, 36]","[2, 0]",31,6201,7.908,888,5.4072775261849015
634649,200000000,"[28, 12, 878]",[0],505710,1293994,8.048,14602,7.665219666442476
675353,110000000,"[28, 12, 10751, 35]","[3, 0]",222121,93364,7.689,2747,6.36205606676145
718930,85900000,"[28, 35, 80]",[0],125025,40684,7.338,228,4.372104435630781
836225,1500000,[27],"[4, 0, 5]",1601451,1190581,7.19,508,4.7497489201004
752623,74000000,"[28, 12, 35]",[0],38673,931525,6.771,1724,5.447830502928214
626735,20000000,"[18, 35]",[0],209,1074867,7.429,768,5.111712888883751
338953,200000000,"[14, 12, 28]","[6, 0]",9642,11343,6.858,2505,5.760902504514441
639933,70000000,"[28, 12, 14]",[0],2227,138781,7.203,2117,5.845329253546359
508947,190000000,"[16, 10751, 35, 14]",[0],25540,2009739,7.505,2931,6.295325286519137
526896,75000000,"[28, 878, 14]",[0],136532,125738,6.46,2308,5.462289407317957
568124,50000000,"[16, 35, 10751, 14]",[0],2521631,1318201,7.676,7113,7.024578690626494
335787,120000000,"[28, 12]",[0],13240,91268,7.2,3049,6.121968409249426
635302,15800000,"[16, 28, 12, 14]",[3],1563442,1283010,8.359,2604,6.741682371698516
414906,185000000,"[80, 9648, 53]",[0],37153,32278,7.754,5845,6.974136386276338
438695,85000000,"[16, 35, 10751, 10402]",[0],368,52842,8.041,3037,6.683066581370582
809107,36000000,"[10402, 14, 35, 878, 10751, 10770]","[7, 0]",1914958,38692,7.832,191,4.362963215478311
169,35000000,"[878, 28, 53]",[0],2048,2042,6.227,2437,5.350524859874966
629542,80000000,"[16, 35, 10751, 80]",[0],1231717,1261455,7.794,905,5.3819712240076285
106,15000000,"[878, 28, 12, 53]",[0],1101,1090,7.486,6351,6.807431449887364
580489,110000000,"[878, 28, 12]",[0],57755,1333,6.964,7796,6.474851776594362
346910,88000000,"[878, 28, 12, 27]","[7, 0]",1650301,1108,5.622,3852,5.146509201983515
406759,146000000,"[878, 12, 28]","[8, 0]",17178,6046,6.444,1668,5.251771951379861
539681,90000000,"[16, 28, 10751, 878, 35]",[0],55638,89027,7.4,70,4.074864370872584
34851,40000000,"[878, 28, 53]",[0],17052,41671,6.226,3288,5.505880818328212
588228,200000000,"[28, 878, 12]",[0],63312,144816,7.951,5688,7.113148306686016
299536,300000000,"[12, 28, 878]",[0],74568,19272,8.268,25155,8.02449470643052
566525,150000000,"[28, 12, 14]",[0],1337,1144604,7.674,6985,7.013094367983718
440,40000000,"[14, 28, 878, 53, 27]",[0],25869,6038,5.146,2259,4.657900943274195
459151,82000000,"[16, 35, 12, 10751]",[0],11006,18864,7.538,2015,5.998323716657856
303857,5000000,"[28, 16, 878]","[3, 0]",122501,1083452,6.815,1439,5.340770249313421
744275,14000000,"[10749, 18]","[9, 0]",1114487,1448492,7.15,1832,5.699709299490218
524434,200000000,"[878, 28, 12]",[0],512991,1395183,7.1,6064,6.471873891723935
698948,55000000,"[18, 53]","[6, 0]",72466,6159,8.002,215,4.433151271069154
460458,40000000,"[27, 28, 878]","[9, 10, 6, 0]",1223726,100734,6.11,1762,5.1053530285268005
809717,2000000,"[16, 12, 10751, 14]","[11, 10]",1974020,114589,6.205,56,4.001559325525965
460465,20000000,"[28, 14, 12]",[0],136347,1828590,7.174,4798,6.40189618603698
760104,10000000,"[27, 9648, 53]",[0],974169,101542,6.756,714,4.837156383052649
324786,40000000,"[18, 36, 10752]","[2, 0]",65731,2461,8.184,11249,7.6845590180642525
508943,200000000,"[16, 35, 10751, 14]",[0],1774679,930567,7.928,6565,7.185607683214213
763285,40000000,"[28, 53, 80]",[0],1639847,865,6.921,1021,5.138615881877993
19995,237000000,"[28, 12, 14, 878]","[0, 6]",8691,2710,7.516,25859,7.319782567184594
337404,200000000,"[35, 80]","[6, 0]",7056,50767,8.142,7347,7.429167261959029
823625,43000000,"[28, 53]","[2, 0]",2026050,206574,6.33,561,4.577738783992211
397567,18300000,"[18, 14, 28]",[12],63442,84969,8.106,635,5.168929240253851
648579,30000000,"[28, 35, 80]",[0],1253360,1211000,6.998,565,4.764632336197998
518068,18300000,"[18, 14, 28]",[12],150125,84969,8.226,369,4.772903386359883
585245,64000000,"[10751, 12, 35, 14]","[7, 6, 0]",212285,68573,7.285,1353,5.519728691058884
425909,75000000,"[14, 35, 12]","[7, 0]",1442069,52443,7.618,3048,6.402365426821739
20982,29000000,"[16, 28, 14]",[3],82057,89972,7.199,460,4.691861903490469
545611,25000000,"[28, 12, 878]",[0],690,1383612,8.273,1279,5.928622942949556
476669,100000000,"[28, 12, 53, 10752, 9648]","[6, 0]",1716493,957,6.886,3032,5.907470806999124
675445,26000000,"[16, 10751, 12, 35]",[0],2412016,1098477,7.439,994,5.326378823135649
791373,70000000,"[28, 12, 14, 878]",[0],73968,15217,8.266,8026,7.584582955361341
423108,39000000,"[27, 9648, 53]",[0],21657,1607672,7.601,4596,6.698634767191218
624860,190000000,"[878, 28, 12]",[0],530,9340,6.652,3999,5.909377898930689
512195,160000000,"[28, 35, 80, 53]",[0],10859,57633,6.781,3964,5.998338576831578
317442,1000000,"[28, 10749, 16]",[3],24651,2320943,7.854,1253,5.715153595574411
436969,185000000,"[28, 35, 12]",[0],17605,15218,7.636,6458,6.938414410710017
646385,24000000,"[27, 9648, 53]",[0],14405,1039527,6.759,1552,5.366945512555453
632727,20000000,"[27, 53]",[0],122851,1981891,5.257,880,4.415311201712865
299534,356000000,"[12, 878, 28]",[0],16828,19272,8.278,21565,7.995933502296282
696806,116000000,"[28, 12, 35, 878]",[0],2867506,17825,7.106,2786,5.994475700794889
671,125000000,"[12, 14]","[6, 0]",10989,10965,7.917,23043,7.673877351576171
24428,220000000,"[878, 28, 12]",[0],16828,12891,7.706,27341,7.5100366311079485
395,70000000,"[12, 878, 28, 27]","[10, 7, 1, 0]",5412,4014,5.878,3570,5.300567016240716
674,150000000,"[12, 14, 10751]","[6, 0]",10989,10723,7.821,17555,7.515346012338072
537915,14000000,"[10749, 18]",[0],1114487,1586194,7.166,7185,6.607675131143027
7445,26000000,"[18, 53, 10752]",[0],131,53334,7.184,2403,5.933298960187457
587272,3400000,[35],"[13, 0]",93467,10847,7.631,519,4.876914131944508
762504,68000000,"[27, 9648, 878, 53]","[3, 0]",74688,291263,7.068,161,4.225586819084202
672,100000000,"[12, 14]","[6, 0]",10989,10965,7.73,18569,7.4465633045009145
399566,200000000,"[28, 14, 878]",[0],1356210,98631,7.759,8113,7.162507729833225
550988,110000000,"[35, 12, 878]",[0],1388593,17825,7.65,6109,6.917636540337803
767,250000000,"[12, 14]","[6, 0]",10989,11343,7.704,16441,7.389092570762775
529203,65000000,"[16, 10751, 12, 14, 35]",[0],54693,1450348,7.558,3065,6.366544421984087
673,130000000,"[12, 14]","[6, 0]",10989,11218,8.025,18264,7.714909507704042
585,115000000,"[16, 35, 10751]",[0],7904,12890,7.819,15790,7.482302311859705
497698,200000000,"[28, 12, 878]",[0],1373737,93286,7.423,7965,6.870180559587064
589761,9100000,"[18, 36, 12]",[14],77667,562730,6.2,382,4.383861430504261
12445,125000000,"[14, 12]","[6, 0]",10989,11343,8.12,17569,7.791167132849477
385128,200000000,"[28, 80, 53]",[0],17647,58189,7.249,5577,6.546153132628593
50014,25000000,[18],[0],19492,55789,8.191,6611,7.404397750419977
99861,365000000,"[28, 12, 878]",[0],74568,12891,7.291,20198,7.059047102815967
527774,100000000,"[16, 10751, 14, 28, 12]",[0],1625558,1932178,7.98,5501,7.1135559653913605
668742,4000000,"[35, 10751]","[13, 0]",93467,10847,7.469,397,4.66498986508833
354912,175000000,"[10751, 16, 14, 10402, 35, 12]","[4, 0]",258,8,8.227,15998,7.859502958168738
589754,8400000,"[14, 12, 35]",[14],1257126,115122,7.0,114,4.137572749349724
632357,10000000,"[27, 9648]",[0],2067034,80675,6.746,1693,5.421662592894333
12444,250000000,"[12, 14]","[6, 0]",10990,11343,7.779,16305,7.455398773458742
379686,161900000,"[10751, 16, 35, 878]",[0],1896,72024,6.984,3245,6.018605122895689
293660,58000000,"[28, 12, 35]",[0],54882,55252,7.6,27129,7.408110624716933
504827,38000000,"[16, 12, 35]",[0],109869,1815481,7.0,125,4.15704575185386
284053,180000000,"[28, 12, 14, 878, 35]",[0],91606,55934,7.6,18069,7.319233626234867
14836,60000000,"[16, 10751, 14]",[0],10742,57646,7.792,5947,7.0152083723258185
276907,25000000,"[80, 53]","[6, 0, 9]",70456,4723,7.0,3112,6.001531594914939
10195,150000000,"[12, 14, 28]",[0],524,11181,6.771,18620,6.559422448039863
438631,165000000,"[878, 12]",[0],933238,137427,7.868,7471,7.210638243424423
520763,61000000,"[878, 53, 27]",[0],2037,17697,7.574,4588,6.677072893834295
400160,60000000,"[10751, 16, 14, 12, 35]","[12, 0]",34398,49903,7.595,2501,6.221427346860672
1865,380000000,"[12, 28, 14]","[6, 0]",955,17633,6.526,12191,6.241725614985323
198663,34000000,"[28, 9648, 878, 53]","[0, 6]",115150,1179066,7.171,14836,6.873839953897585
451048,200000000,"[28, 12, 14]",[0],5081,59521,7.514,4497,6.618391341324928
8587,45000000,"[10751, 16, 18]",[0],15152,18898,8.26,15592,7.880887496844358
783461,69000000,"[28, 35, 80]",[15],1714229,2542498,6.3,47,3.9915745605371704
21208,20000000,"[27, 53, 9648]","[7, 9, 10, 0]",133,59521,6.962,4213,6.1661642674412676
259693,40000000,"[27, 53]",[0],21657,2127,7.28,6954,6.686267077345782
862,30000000,"[16, 12, 10751, 35]",[0],12898,7879,7.964,15697,7.612895120966371
138843,13000000,"[27, 53]",[0],17178,2127,7.532,9601,7.046051103914817
637649,40000000,"[28, 80, 53]","[6, 0]",7497,956,7.714,3813,6.646667560083411
675,150000000,"[12, 14, 9648]","[6, 0]",10989,11343,7.694,16637,7.3833201352521804
808,60000000,"[16, 35, 14, 12, 10751]",[0],776,12058,7.7,14166,7.339719642844044
315635,175000000,"[28, 12, 878, 18]",[0],2232,1293994,7.363,18945,7.111569787599257
24021,68000000,"[12, 14, 18, 10749]",[0],37917,27571,6.225,7624,5.847569373387451
602223,18000000,"[27, 28, 53]",[0],87265,1192942,7.185,1847,5.72558557454383
474350,79000000,"[27, 14]",[0],5530,1113116,6.877,7116,6.364289590888134
177572,165000000,"[12, 10751, 16, 28, 35]",[0],515510,227439,7.747,13846,7.3746312570710675
429617,160000000,"[28, 12, 878]",[0],2231,1293994,7.495,12949,7.125536498207123
50620,120000000,"[12, 14, 18, 10749]",[0],37917,15557,6.479,7786,6.067315082129942
1930,215000000,"[28, 12, 14]",[0],54693,87742,6.672,15160,6.42533007377021
821494,2000000,[18],"[9, 15]",3062553,7324,5.0,4,3.921744078631097
631843,18000000,"[53, 9648, 27]","[16, 0]",1080195,11614,6.518,2938,5.642644323987786
760926,6500000,"[53, 28]",[2],75711,75711,6.348,343,4.3729262548336285
505262,12000000,"[16, 28, 12, 14]",[3],225603,1307036,7.957,785,5.311047805283852
610253,20000000,"[27, 53]","[6, 0]",20750,64141,6.661,1864,5.441931630059221
876716,45223,"[16, 35, 10751, 14]",[0],1774679,3242711,7.5,515,4.837809177582377
597208,60000000,"[80, 18, 53]",[0],112,10828,7.033,1882,5.655938689142079
38234,3000000,"[28, 53]",[0],61856,78108,7.559,658,5.032937905012838
744,15000000,"[28, 18]",[0],11084,893,7.01,6177,6.408638076241036
568620,88000000,"[28, 12]","[7, 3, 0]",1658375,57270,6.652,1191,5.1321402647410235
522402,2500000,"[878, 18, 12]","[15, 0]",572541,114404,8.046,2472,6.492631772635566
76338,170000000,"[28, 12, 14]",[0],524,47005,6.574,15175,6.336324542726277
698128,4500000,"[878, 53]","[7, 17, 0]",84497,1198724,6.195,105,4.068511442491926
383498,110000000,"[28, 35, 12]",[0],16851,40684,7.498,14955,7.173327073714405
482373,10000000,"[53, 27]",[0],2839,1046225,7.297,1777,5.75521749042025
330457,150000000,"[10751, 16, 12, 35, 14]",[0],40462,1120694,7.301,8341,6.787830642597154
118,150000000,"[12, 35, 10751, 14]","[2, 6, 0]",1281,510,7.031,12822,6.706621135417998
863,90000000,"[16, 35, 10751]",[0],12898,7879,7.577,11834,7.167442445991314
597,200000000,"[18, 10749]",[0],6193,2710,7.877,21378,7.6187867328728585
458576,60000000,"[28, 14, 12]","[10, 7, 16, 0, 3]",57207,4014,6.75,2661,5.732912512480366
10138,200000000,"[12, 28, 878]",[0],12052,15277,6.833,18256,6.61283853638902
122917,250000000,"[28, 12, 14]","[18, 0]",7060,108,7.298,12181,6.92927989672377
370172,250000000,"[12, 28, 53]","[6, 0]",121529,87257,7.46,4423,6.566807220508593
38757,260000000,"[16, 10751]",[0],69899,121830,7.58,9573,7.086349323618687
216015,40000000,"[18, 10749, 53]",[0],1254583,1137903,5.899,10368,5.649904113174173
522016,75000000,"[28, 53]","[16, 0]",1267329,11092,6.122,557,4.517773644082541
425,59000000,"[16, 35, 10751, 12]",[0],1267329,5713,7.335,11308,6.936819255572392
833417,3000000,[18],[9],6550,1721013,7.341,63,4.0575049043840465
337167,55000000,"[18, 10749]",[0],1254583,15890,6.699,6978,6.2092899270555115
454626,85000000,"[28, 878, 35, 10751]","[3, 0]",222121,93364,7.384,8226,6.852015382140534
621,6000000,"[10749, 35]",[0],8892,8876,7.4,6195,6.724352019670053
50619,110000000,"[12, 14, 10749]",[0],37917,15557,6.205,7659,5.832273686831396
8966,37000000,"[14, 18, 10749]",[0],37917,19850,6.3,11712,6.0309491966953646
283995,200000000,"[12, 28, 878]",[0],8691,15218,7.633,18609,7.357326909268794
587807,50000000,"[35, 10751, 16]",[0],454,20400,6.98,2061,5.694571744819458
271110,250000000,"[12, 28, 878]",[0],3223,19272,7.4,20142,7.159929721430351
475557,55000000,"[80, 53, 18]","[7, 0]",380,57130,8.173,21045,7.891376297332432
76600,250000000,"[878, 28, 12]",[0],8691,2710,0.0,0,0.0
453354,3000000,[18],[9],1055917,1702466,6.2,155,4.133540739718045
464052,200000000,"[28, 12, 14]",[0],62064,6884,6.55,7006,6.0880626679521574
10144,40000000,"[16, 10751, 14]",[0],67392,15811,7.355,6558,6.718159454781615
615457,17000000,"[28, 80, 53]",[0],935,1169024,8.139,4900,7.153976727675648
2062,150000000,"[16, 35, 10751, 14]",[0],65,7087,7.782,14216,7.415078087586592
106646,100000000,"[80, 18, 35]",[0],21007,1032,8.03,20156,7.746666394214788
809,150000000,"[16, 10751, 35, 14, 12]",[0],776,12080,7.191,10169,6.772350209946504
508442,150000000,"[16, 10751, 35, 14, 18]",[0],56323,12890,8.179,8271,7.527978105085694
157336,165000000,"[12, 18, 878]","[6, 0]",1813,525,8.373,29080,8.155633198844681
39254,110000000,"[28, 878, 18]","[0, 15]",234479,17825,6.936,6842,6.395870729036388
228150,68000000,"[10752, 18, 28]","[6, 0, 16]",33235,19769,7.501,10117,7.040634815847324
214756,68000000,"[35, 14]",[0],52139,52139,6.27,6296,5.819589209317509
102382,200000000,"[28, 12, 14]",[0],54693,87742,6.482,11248,6.181836583007027
11224,2900000,"[10751, 14, 16, 10749]",[0],67289,64864,7.036,5754,6.394178658055643
301528,175000000,"[10751, 12, 16, 35, 14, 18]",[0],12898,84496,7.558,8205,6.998092201201944
109445,150000000,"[16, 10751, 12, 14]",[0],19394,1120694,7.256,14458,6.943846701231429
284052,165000000,"[28, 12, 14]",[0],1255958,55499,7.43,19489,7.180324617174434
22,140000000,"[12, 14, 28]",[0],114,1704,7.778,17787,7.479351853313455
13811,50000000,"[28, 9648, 878, 53]","[6, 0, 2]",9827,21085,6.147,4465,5.588951183034846
285,300000000,"[12, 14, 28]",[0],114,1704,7.231,12314,6.8730723397141125
9820,15000000,"[35, 10751]",[0],6065,17698,7.136,3376,6.1499992183680225
3933,40000000,"[10749, 14, 16]",[0],1283,34891,7.484,7304,6.879290482925091
419430,4500000,"[9648, 53, 27]",[0],1255540,291263,7.602,14445,7.257201186822017
91314,210000000,"[878, 28, 12]",[0],2283,865,5.89,6833,5.536744039256362
1724,150000000,"[878, 28, 12]",[0],882,18865,6.2,10007,5.904030413820292
885110,250000,"[10752, 36, 18]",[19],1588028,1668693,6.4,115,4.096415317242024
10674,90000000,"[16, 10751, 12]",[0],776,66191,7.927,8184,7.308980607663869
32657,95000000,"[12, 14, 10751]",[0],53336,10965,6.204,6465,5.775530749138489
58,200000000,"[12, 14, 28]",[0],114,1704,7.327,13721,6.992761241143646
20352,69000000,"[10751, 16, 35, 80]",[0],17743,124748,7.222,13318,6.889243732154154
131631,125000000,"[878, 12, 53]",[0],27972,10943,6.794,13741,6.512403040081512
135397,150000000,"[28, 12, 878, 53]",[0],18997,930707,6.7,18332,6.4906921021311
109418,80000000,[35],[0],32895,17494,6.1,3528,5.451756798474038
98566,125000000,"[878, 28, 12, 35]",[0],21200,66739,5.892,5960,5.496959445370918
57214,12000000,[35],[0],225694,1299380,6.786,5288,6.155077948925927
4247,19000000,[35],[0],17866,35689,6.311,5653,5.811493811901919
120,93000000,"[12, 14, 28]","[18, 0]",1327,108,8.385,21298,8.092624153104142
296096,20000000,"[18, 10749]",[0],237455,1096867,7.896,10362,7.3954349118027265
18239,50000000,"[12, 14, 18, 10749]",[0],37917,3288,6.015,8001,5.685562823079072
72190,200000000,"[28, 18, 27, 878, 53]",[0],175826,12995,6.798,13285,6.507309413952992
411,180000000,"[12, 10751, 14]","[6, 0]",5526,5524,7.101,8758,6.637819208373895
440249,500000,[99],[0],1483976,1046759,5.4,199,4.093163349228587
366672,45000000,"[10751, 35, 16, 28]","[16, 6, 0]",2231,1535020,6.69,63,4.031128987160577
634528,23000000,"[28, 53]",[0],26723,4746,6.945,1238,5.291179371458703
381284,25000000,"[18, 36]",[0],6944,1141683,8.062,8003,7.410986873005587
337401,200000000,"[12, 14, 18]","[16, 0]",21629,15287,6.944,5766,6.322151325438172
656663,10000000,"[35, 99]",[0],56585,56578,6.951,459,4.632229589122211
12,94000000,"[16, 10751]",[0],14,7,7.823,16679,7.502446576321132
93456,76000000,"[16, 35, 10751]",[0],41091,124748,6.911,9898,6.519065838580321
22894,26000000,"[27, 28, 14]",[0],6065,116357,5.789,2143,5.021408753149381
1726,140000000,"[28, 878, 12]",[0],18288,15277,7.63,23118,7.405017229097411
617653,100000000,"[28, 18, 36]","[6, 0]",1023139,578,7.522,2329,6.115099749391747
49529,250000000,"[28, 12, 878]",[0],21044,7,6.251,4823,5.7000169009654575
72545,79000000,"[12, 28, 878]",[0],27972,132876,6.121,3612,5.477286957264779
22803,53000000,"[18, 80, 53]",[0],17276,37932,7.336,4112,6.426250614304521
420818,260000000,"[12, 10751, 16, 18]",[0],84292,15277,7.142,8582,6.664654999420499
557,139000000,"[14, 28]",[0],5293,7623,7.246,16047,6.962977935448569
260514,175000000,"[16, 12, 35, 10751]",[0],1374727,1443386,6.848,4639,6.135203282466504
793937,11700000,"[10751, 12]","[11, 10]",2966421,42457,6.0,26,3.9545000448966205
70981,130000000,"[878, 12, 9648]","[6, 0]",17288,578,6.501,10399,6.177021342553552
9806,92000000,"[28, 12, 16, 10751]",[0],18686,7087,7.698,15437,7.364945221293527
47971,85000000,"[28, 12, 80]","[7, 16, 0]",1341,40256,5.956,6540,5.577597924502493
592508,13000000,"[28, 80, 53]",[15],81869,86783,5.7,114,4.045290415896614
525660,38504400,"[28, 12, 14]","[8, 18]",1559226,125101,6.4,92,4.062965560279125
18785,35000000,[35],"[10, 0]",27105,57130,7.303,14696,6.991104377568008
111,25000000,"[28, 80, 18]",[0],1159,1150,8.164,9485,7.587016918309301
284054,200000000,"[28, 12, 878]",[0],135651,1056121,7.396,19387,7.147534406073173
717728,20000000,"[27, 53, 9648]","[17, 6, 0]",2738561,66212,0.0,0,0.0
8922,10000000,"[27, 53]","[10, 0]",15033,56349,6.413,2333,5.440143122951337
68726,180000000,"[28, 878, 12]",[0],18054,10828,6.8,10725,6.448152388532471
126889,97000000,"[27, 878, 9648]","[6, 0]",77795,578,6.054,7209,5.687888635361543
12153,37000000,"[35, 80]",[0],9562,35689,6.9,3008,5.911610260960743
72105,50000000,"[35, 14]",[0],18973,52139,6.383,10769,6.083156615586913
615904,23000000,"[10749, 35, 10402]","[16, 0]",887,59218,6.967,508,4.693105254370137
166426,230000000,"[12, 28, 14]",[0],3810,20308,6.64,10378,6.297977160761787
351286,170000000,"[28, 12, 878, 53]",[0],18997,51894,6.6,10126,6.255695163664497
260346,48000000,"[53, 28]","[9, 0]",2178,75035,6.223,4967,5.690768568766402
637693,30000000,"[16, 12, 10751, 37]",[0],131,1400404,7.4,401,4.656298121475215
10020,25000000,"[10749, 10751, 16, 14]",[0],15048,62048,7.738,8555,7.170867944336491
14160,175000000,"[16, 35, 10751, 12]",[0],290,12890,7.939,17452,7.622390983571788
22832,40000000,[28],"[10, 0]",2038,11266,6.5,1189,5.063594292731517
324552,40000000,"[28, 53, 80]",[0],4238,40644,7.278,10409,6.8568862927586895
49051,250000000,"[12, 14, 28]","[18, 0]",7060,108,7.313,16165,7.026208117385436
10193,200000000,"[16, 10751, 35]",[0],12898,8,7.794,12721,7.387223454693449
335797,75000000,"[16, 35, 10751, 10402]",[0],368,52842,7.108,6893,6.540551838415627
439079,22000000,"[27, 9648, 53]",[0],527313,1401474,5.844,5325,5.422666483410829
561,100000000,"[14, 28, 27]","[10, 0]",3293,10943,7.01,5737,6.372035309714274
373226,3600000,"[27, 14]",[4],2144,587968,7.153,216,4.327869454117766
458156,55000000,"[28, 53, 80]",[0],4587,40644,7.437,8115,6.890637946830732
503314,1000000,"[28, 878, 16]","[3, 0]",124478,1057579,7.84,2343,6.3145214788228845
11970,85000000,"[16, 10751, 14, 12, 35, 10749]",[0],20903,15811,7.505,6263,6.815075991112229
38365,80000000,[35],[0],32895,17494,6.333,5041,5.781676340478177
18240,40000000,"[35, 10749, 18]",[0],10859,29214,7.095,5588,6.425697233053076
10198,105000000,"[10749, 10751, 16]",[0],66252,15811,7.149,4534,6.349259527776573
121,79000000,"[12, 14, 28]","[18, 0]",1327,108,8.367,18452,8.03424864700791
49521,225000000,"[28, 12, 878]","[6, 0]",9273,15217,6.592,13315,6.3226548490338805
335983,116000000,"[878, 28]","[16, 0]",1812,91268,6.839,13586,6.550055559362663
683363,1800000,"[10749, 53, 18]",[17],2207740,1064049,6.2,11,3.9355488712921254
254128,110000000,"[28, 18, 53]","[7, 0, 2]",109513,132876,6.205,7301,5.817098329997194
11351,17000000,[27],[0],56357,56349,6.075,1255,4.903935896835826
23168,37000000,"[80, 18, 53]","[6, 0]",15556,880,7.188,4142,6.322287243170779
150540,175000000,"[16, 10751, 12, 18, 35]",[0],169200,12890,7.929,18096,7.623561918605867
14161,200000000,"[28, 12, 878]",[0],5294,6046,5.8,10603,5.567955846425089
384018,200000000,"[28, 12, 35]",[0],976,40684,6.876,5862,6.276064673575424
447404,150000000,"[28, 12, 14]","[3, 0]",10859,65630,6.977,5751,6.347065965120621
4258,20000000,[35],[0],35548,72024,4.8,2370,4.459596264904256
49013,200000000,"[16, 10751, 12, 35]",[0],887,7879,6.023,6408,5.625621943557672
269149,150000000,"[16, 12, 10751, 35]",[0],417,165787,7.746,14166,7.381336608463848
7451,70000000,"[28, 12, 53]",[0],18514,18878,5.901,3536,5.312837501569443
68721,200000000,"[28, 12, 878]",[0],12052,1108,6.9,19748,6.69059755131622
522478,45000000,"[10751, 35, 12, 16, 14]","[2, 0]",9827,82511,7.2,593,4.852078589282514
27205,160000000,"[28, 878, 12]","[6, 0]",24045,525,8.357,32034,8.15949759536961
529106,5000000,"[28, 12]",[14],118333,1754017,6.734,453,4.574534465334747
141052,300000000,"[28, 12, 878]",[0],73968,15217,6.132,11501,5.877870868156915
82702,145000000,"[14, 28, 12, 16, 35, 10751]",[0],112,69797,7.668,8255,7.094126985049645
495764,75000000,"[28, 80]",[0],3061,1936668,7.003,8913,6.560771105650951
23823,3000000,"[27, 53]","[10, 0]",90755,126882,5.605,882,4.545314160279173
335988,217000000,"[28, 12, 878]",[0],19536,865,6.1,5103,5.606569861041654
324857,90000000,"[28, 12, 16, 878]",[0],543505,936670,8.4,11603,7.88945112636528
345938,20000000,"[18, 14]",[0],6944,105239,7.455,1723,5.813998579581804
55341,6200000,"[27, 9648, 53]",[0],1679798,56349,4.904,670,4.2241567658827615
11836,30000000,"[10751, 16, 35, 14]",[0],34398,70651,6.971,2336,5.781424900092902
87101,155000000,"[878, 28, 53, 12]",[0],76512,47005,5.906,7307,5.569061032789211
270946,132000000,"[10751, 16, 12, 35]",[0],12098,44114,6.503,3494,5.729746786630734
225886,40000000,[35],[0],41088,51851,5.38,3669,4.957607065538278
35,75000000,"[16, 35, 10751]",[0],199,197,6.987,6877,6.440037788678011
37135,130000000,"[10751, 12, 16, 18]",[0],6613,15774,7.402,5726,6.682037058253897
260513,200000000,"[28, 12, 16, 10751]",[0],18686,7087,7.509,11143,7.085073382730283
50546,80000000,"[35, 10749]",[0],4491,17494,6.658,4794,6.007875252320472
341174,55000000,"[18, 10749]",[0],1254583,15890,6.497,6805,6.033402234233989
1771,140000000,"[28, 12, 878]",[0],2176,4945,7.0,18905,6.774628471450736
193756,40000000,"[10752, 28, 18, 36]",[0],60900,36602,7.427,3566,6.392201747726471
82690,165000000,"[10751, 16, 35, 12]",[0],7404,165787,7.318,10802,6.9054937879404195
436270,185000000,"[28, 14, 12]",[0],83860,59521,0.0,0,0.0
512200,125000000,"[12, 35, 14]",[0],55638,51851,6.961,7110,6.433362806424264
527641,7000000,"[10749, 18]",[0],56730,88675,8.318,4858,7.28440486840148
5174,140000000,"[28, 35, 80]",[0],18897,11091,6.417,2551,5.495124580506478
337339,250000000,"[28, 80, 53]",[0],976,37932,6.9,9028,6.477212874512821
122,94000000,"[12, 14, 28]","[18, 0]",1327,108,8.479,19956,8.16179142657925
26123,7000000,[35],[0],26510,21475,5.25,1494,4.584885513685964
9637,84000000,"[9648, 12, 35]",[0],11863,1215,6.041,3653,5.425615275188124
62177,185000000,"[16, 12, 35, 10751, 28, 14]",[0],9188,126638,6.998,11714,6.650133394675399
119450,170000000,"[878, 28, 18, 53]",[0],76512,32278,7.299,9624,6.845328993377662
168259,190000000,"[28, 53, 80, 12]",[0],8167,2127,7.2,9233,6.743561315150208
13186,4000000,"[27, 53]","[10, 0]",9290,84335,6.04,1054,4.796991602022212
8960,150000000,"[14, 28]",[0],6885,36602,6.33,8268,5.9614230639376125
43347,30000000,"[18, 35, 10749]",[0],1813,9181,7.039,4283,6.2329181076772855
166428,129000000,"[16, 10751, 12]",[0],59174,69797,7.772,5247,6.918947829088921
11688,100000000,"[12, 16, 35, 10751, 14]",[0],1230,61411,7.547,5572,6.780716490691331
1954,13000000,"[878, 53]","[7, 0]",20189,20219,7.5,6230,6.808093615696897
28005,3000000,"[18, 36, 10749]","[6, 15, 0, 3, 10]",20275,6495,5.6,126,4.049775446053217
12429,41677699,"[16, 14, 10751]",[3],78347,608,7.729,3320,6.547664917594799
345940,150000000,"[28, 878, 27]","[16, 0]",109432,12962,6.2,5969,5.743846174425306
