0,1,2,3,4,5,6,7
{806: 'The Omen'},25000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12041: 'Julia Stiles'},{12028: 'John Moore'},5.538,850
{997887: 'Of the Devil'},0,"[{'id': 27, 'name': 'Horror'}]",[],{2576712: 'Daniela Palavecino'},{1663444: 'Kelton Jones'},0.0,0
{24402: 'Emmanuelle'},500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TH', 'name': 'Thailand'}]",{5964: 'Alain Cuny'},{38007: 'Just Jaeckin'},5.908,549
{376290: 'Miss Sloane'},13000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2983: 'Mark Strong'},{18844: 'John Madden'},7.473,1476
{716612: 'Spencer'},18000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1287084: 'Jack Farthing'},{225009: 'Pablo Larraín'},7.007,1072
{354279: 'Charming'},20000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{85138: 'Demi Lovato'},{1496385: 'Ross Venokur'},6.5,214
{583406: 'Judas and the Black Messiah'},26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{206919: 'Daniel Kaluuya'},{1140231: 'Shaka King'},7.406,1067
{407445: 'Breathe'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{120932: 'Claire Foy'},{1333: 'Andy Serkis'},7.448,634
{236399: 'Flowers in the Attic'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",{9560: 'Ellen Burstyn'},{928830: 'Deborah Chow'},6.653,313
"{523849: ""The Last Sharknado: It's About Time""}",0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1234: 'Tara Reid'},{85822: 'Anthony C. Ferrante'},4.6,196
{445954: 'Acts of Vengeance'},10000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'BG', 'name': 'Bulgaria'}]",{1372: 'Karl Urban'},{78108: 'Isaac Florentine'},5.904,458
{417830: 'Diary of a Wimpy Kid: The Long Haul'},22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5588: 'Alicia Silverstone'},{33183: 'David Bowers'},5.27,368
{10357: 'Volcano'},90000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8256: 'Anne Heche'},{8843: 'Mick Jackson'},5.852,1192
{2335: 'Taxi 4'},17500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{23943: 'Frédéric Diefenthal'},{21647: 'Gérard Krawczyk'},5.535,988
"{418827: ""Sister's Younger Husband""}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{1702027: 'Joo Ye-bin'},{1733272: 'Park Eun-ho'},6.1,8
{707610: 'Bosomy Mom'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{2349944: 'Yoo Jung'},{2513312: 'Lee Dong-Joon'},5.2,4
{2486: 'Eragon'},100000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}]",{16940: 'Jeremy Irons'},{25453: 'Stefen Fangmeier'},5.053,2832
{380784: 'The Peeping'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{240615: 'Grace Lam'},{21904: 'Marco Mak Chi-Sin'},4.0,3
{458534: 'Rolling to You'},7000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{113617: 'Alexandra Lamy'},{24893: 'Franck Dubosc'},6.552,675
{751793: 'Japan Hero Awards: Who Is the Strongest Hero?'},0,"[{'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{3616386: 'Masaharu Miyake'},{2752347: 'Tatsu Sugimoto'},4.0,2
{581600: 'Spenser Confidential'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1447932: 'Winston Duke'},{36602: 'Peter Berg'},6.543,1891
"{12182: ""Nick and Norah's Infinite Playlist""}",9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{52852: 'Kat Dennings'},{71548: 'Peter Sollett'},6.444,1031
{11509: 'Silverado'},23000000,"[{'id': 37, 'name': 'Western'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{349: 'Scott Glenn'},{8844: 'Lawrence Kasdan'},7.0,542
{610290: 'Looks That Kill'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1255570: 'Julia Goldani Telles'},{2343512: 'Kellen Moore'},7.305,118
{2310: 'Beowulf'},70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11701: 'Angelina Jolie'},{24: 'Robert Zemeckis'},5.855,2372
{99436: 'The Japanese Wife Next Door: Part 2'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{933187: 'Reiko Yamaguchi'},{553592: 'Yutaka Ikejima'},6.3,11
{257091: 'Get Hard'},40000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{55638: 'Kevin Hart'},{52803: 'Etan Cohen'},6.0,2306
{9029: 'What Happens in Vegas'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18976: 'Ashton Kutcher'},{56717: 'Tom Vaughan'},6.067,2586
{9598: 'Babe'},30000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{6199: 'Miriam Margolyes'},{58137: 'Chris Noonan'},6.171,2434
{72013: 'Yu-Gi-Oh!: Bonds Beyond Time'},2017928,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1249685: 'Atsushi Tamura'},{1062401: 'Kenichi Takeshita'},6.0,80
{227: 'The Outsiders'},10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2876: 'Matt Dillon'},{1776: 'Francis Ford Coppola'},7.279,1008
{68730: 'Silence'},46000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1023139: 'Adam Driver'},{1032: 'Martin Scorsese'},7.133,2579
{663866: 'Censor'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{17078: 'Michael Smiley'},{1675779: 'Prano Bailey-Bond'},6.041,205
{4638: 'Hot Fuzz'},12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{11109: 'Nick Frost'},{11090: 'Edgar Wright'},7.542,6285
"{355111: ""Barbie in Rock 'N Royals""}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{33053: 'Chiara Zanni'},{1350796: 'Karen J. Lloyd'},6.9,239
{64328: 'The Muppets'},45000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9273: 'Amy Adams'},{26205: 'James Bobin'},6.6,1307
{865370: 'The Last Mark'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",[],{203630: 'Alexia Fast'},{1196484: 'Reem Morsi'},8.154,13
{499932: 'The Devil All the Time'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{137905: 'Bill Skarsgård'},{56369: 'Antonio Campos'},7.269,2648
{81481: 'Silenced'},2200000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{127720: 'Jung Yu-mi'},{1294471: 'Hwang Dong-hyuk'},8.065,391
{11281: 'Halloween II'},2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9221: 'Donald Pleasence'},{33341: 'Rick Rosenthal'},6.549,1551
{553385: 'Scars 2'},0,"[{'id': 18, 'name': 'Drama'}]",[],{940958: 'Alberto Estrella'},{1087400: 'Manuel Ramirez'},8.4,5
{11231: 'The Next Karate Kid'},12000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{448: 'Hilary Swank'},{56828: 'Christopher Cain'},5.3,806
{846: 'The X Files'},66000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{12214: 'Gillian Anderson'},{12523: 'Rob Bowman'},6.848,1281
{406994: 'Better Watch Out'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",{1313583: 'Levi Miller'},{567933: 'Chris Peckover'},6.7,1158
{17529: 'True Grit'},0,"[{'id': 37, 'name': 'Western'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{86110: 'Glen Campbell'},{37360: 'Henry Hathaway'},7.452,597
{9349: 'Universal Soldier'},23000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16644: 'Dolph Lundgren'},{6046: 'Roland Emmerich'},6.259,1294
{38303: 'You Again'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8944: 'Jamie Lee Curtis'},{58375: 'Andy Fickman'},6.3,1096
{654299: 'Out of the Clear Blue Sky'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1134885: 'Omar Chaparro'},{1118818: 'Pepe Bojórquez'},8.2,294
{10586: 'The Ghost and the Darkness'},50000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{5576: 'Val Kilmer'},{2042: 'Stephen Hopkins'},6.719,782
{463272: 'Johnny English Strikes Again'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{7056: 'Emma Thompson'},{1220300: 'David Kerr'},6.247,2042
{74018: 'A Cinderella Story: Once Upon a Song'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{234934: 'Freddie Stroma'},{66039: 'Damon Santostefano'},6.4,933
{204922: 'Before I Go to Sleep'},22000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{5472: 'Colin Firth'},{17608: 'Rowan Joffe'},6.499,1728
{203833: 'The Book Thief'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1008607: 'Sophie Nélisse'},{126945: 'Brian Percival'},7.5,3875
{4147: 'Road to Perdition'},80000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{78198: 'Tyler Hoechlin'},{39: 'Sam Mendes'},7.366,2965
{659384: 'Row 19'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{59900: 'Svetlana Ivanova'},{1695602: 'Alexandr Babaev'},5.811,53
{992896: 'Kamiusagi Rope x Boruto: Naruto Next Generations'},0,"[{'id': 16, 'name': 'Animation'}]",[],{59900: 'Svetlana Ivanova'},-,0.0,0
{17918: 'Swamp Thing'},10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11782: 'Adrienne Barbeau'},{5140: 'Wes Craven'},5.424,268
{13648: 'Resident Evil: Degeneration'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{74951: 'Alyson Court'},{74950: 'Makoto Kamiya'},6.7,831
{6522: 'Life'},80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{78029: 'Martin Lawrence'},{34849: 'Ted Demme'},6.7,614
{780382: 'The Wolf and the Lion'},11900000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{592319: 'Molly Kunz'},{49870: 'Gilles de Maistre'},7.645,244
{227257: 'Monster High: Fright On!'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{81378: 'Salli Saffioti'},{203310: 'Victor Dal Chele'},6.2,37
{11101: 'Stalingrad'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{3491: 'Thomas Kretschmann'},{14614: 'Joseph Vilsmaier'},7.344,433
{239571: 'The Best of Me'},26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11006: 'James Marsden'},{52405: 'Michael Hoffman'},7.475,2288
{58553: 'Porno'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",{2259907: 'Agnieszka Wójcik'},{228086: 'Marek Koterski'},7.2,30
{641960: 'Four Good Days'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{515: 'Glenn Close'},{77162: 'Rodrigo García'},6.9,115
{533514: 'Violet Evergarden: The Movie'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{110665: 'Daisuke Namikawa'},{1484773: 'Taichi Ishidate'},8.444,257
{70074: 'Bullet to the Head'},55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{61697: 'Sung Kang'},{1723: 'Walter Hill'},5.545,1054
{346808: 'Momentum'},20000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{192: 'Morgan Freeman'},{1377131: 'Stephen S. Campanelli'},5.7,451
{434757: 'Barbie Video Game Hero'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{221843: 'Shannon Chan-Kent'},{1410773: 'Zeke Norton'},7.0,184
{303542: 'The Invisible Boy'},8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{3124: 'Valeria Golino'},{55916: 'Gabriele Salvatores'},6.242,887
{615017: '47 Hours to Live'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1602977: 'Annie Hamilton'},{2576189: 'Patrick Johnson'},6.1,44
{394723: 'The Red Thread'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",{79001: 'Benjamín Vicuña'},{1148535: 'Daniela Goggi'},6.3,121
{435366: 'Fabricated City'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{93995: 'Shim Eun-kyung'},{117370: 'Bae Jong'},7.795,258
{335795: 'Monster High: The Movie'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1630438: 'Ceci Balagot'},{1213162: 'Todd Holland'},0.0,0
{4995: 'Boogie Nights'},15000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1231: 'Julianne Moore'},{4762: 'Paul Thomas Anderson'},7.635,2557
{483539: 'After My Death'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{564849: 'Seo Young-hwa'},{1995291: 'Kim Ui-seok'},7.0,46
{65754: 'The Girl with the Dragon Tattoo'},90000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",{108916: 'Rooney Mara'},{7467: 'David Fincher'},7.35,5913
"{31170: ""Casper's Scare School""}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{31531: 'John DiMaggio'},{1228713: 'Mark Gravas'},5.2,50
{716594: 'No Man of God'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7002: 'Luke Kirby'},{59864: 'Amber Sealey'},6.739,159
{292040: 'Spooks: The Greater Good'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{239019: 'Kit Harington'},{58005: 'Bharat Nalluri'},6.0,489
{213: 'North by Northwest'},4000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2639: 'Eva Marie Saint'},{2636: 'Alfred Hitchcock'},7.996,3290
{382614: 'The Book of Henry'},10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1274508: 'Jaeden Martell'},{930707: 'Colin Trevorrow'},7.5,1154
{49047: 'Gravity'},105000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1461: 'George Clooney'},{11218: 'Alfonso Cuarón'},7.16,13512
{758902: 'The Yin Yang Master'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{71057: 'Zhou Xun'},{237193: 'Li Weiran'},6.78,50
{51822: 'Love Hurts'},10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{55392: 'Martha Higareda'},{383088: 'Fernando Sariñana'},7.6,205
{95608: 'The Only Living Boy in New York'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1229: 'Jeff Bridges'},{87742: 'Marc Webb'},6.3,249
{15403: 'Ben 10: Secret of the Omnitrix'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1934094: 'Meagan Moore'},{1579358: 'Sebastian Montes'},7.3,170
{613911: 'Bliss'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3136: 'Salma Hayek'},{45459: 'Mike Cahill'},5.553,489
{546726: 'Sub Rosa'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1093500: 'Julie Kendall'},{2108076: 'Krisstian de Lara'},6.091,11
{190955: 'Blood Ties'},25500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{8289: 'Billy Crudup'},{19866: 'Guillaume Canet'},6.1,384
{592742: 'Be My Master'},0,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1762312: 'Katsuya Maiguma'},{572028: 'Hideo Jōjō'},7.0,3
"{582186: 'Oh, Ramona!'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'RO', 'name': 'Romania'}]",{1730417: 'Aggy K. Adams'},{1412730: 'Cristina Jacob'},5.719,345
{582014: 'Promising Young Woman'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{115128: 'Bo Burnham'},{1252934: 'Emerald Fennell'},7.519,2230
{379170: 'Sherlock: The Abominable Bride'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{71580: 'Benedict Cumberbatch'},{152111: 'Douglas Mackinnon'},7.9,2028
