0,1,2,3,4,5,6,7
{846167: 'In for a Murder'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",{553246: 'Paweł Domagała'},{580800: 'Piotr Mularuk'},5.7,77
{119892: 'The Monkey King'},82000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{21908: 'Aaron Kwok'},{93991: 'Soi Cheang'},5.6,171
{310131: 'The Witch'},3500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{202032: 'Ralph Ineson'},{138781: 'Robert Eggers'},6.88,5676
{72571: 'Paranormal Activity 3'},5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{118243: 'Sprague Grayden'},{142276: 'Ariel Schulman'},5.91,1842
{11024: 'Scooby-Doo 2: Monsters Unleashed'},80000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11863: 'Sarah Michelle Gellar'},{1215: 'Raja Gosnell'},6.035,2272
{760747: 'The Trip'},0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",{76547: 'Aksel Hennie'},{76927: 'Tommy Wirkola'},6.686,365
{1005099: 'Dragon Ball Z: Kakarot'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{122501: 'Ryou Horikawa'},-,6.5,1
{256040: 'Bāhubali: The Beginning'},25130430,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{215910: 'Rana Daggubati'},{147021: 'S. S. Rajamouli'},7.561,590
{424783: 'Bumblebee'},135000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{56446: 'John Cena'},{1033661: 'Travis Knight'},6.704,5082
{807: 'Se7en'},33000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{192: 'Morgan Freeman'},{7467: 'David Fincher'},8.352,17437
{37211: 'Scooby-Doo! and the Reluctant Werewolf'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{35349: 'Pat Musick'},{117060: 'Ray Patterson'},7.405,257
{252: 'Willy Wonka & the Chocolate Factory'},3000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3462: 'Peter Ostrum'},{3451: 'Mel Stuart'},7.483,2751
{9757: 'Norbit'},10000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3462: 'Peter Ostrum'},{53177: 'Brian Robbins'},5.573,1885
{791910: 'Rise of the Mummy'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2938349: 'Arthur Boan'},{2961805: 'Antonia Johnstone'},5.3,34
{227348: 'Paranormal Activity: The Marked Ones'},5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{188347: 'Jorge Diaz'},{54248: 'Christopher Landon'},5.404,1206
{614409: 'To All the Boys: Always and Forever'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1253353: 'Noah Centineo'},{63099: 'Michael Fimognari'},7.682,1591
{649087: 'Red Dot'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",{116614: 'Johannes Bah Kuhnke'},{1394236: 'Alain Darborg'},5.9,598
{15512: 'Monsters vs Aliens'},175000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19274: 'Seth Rogen'},{65630: 'Rob Letterman'},6.179,3896
{8274: 'American Pie Presents: Band Camp'},10000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{20373: 'Arielle Kebbel'},{54590: 'Steve Rash'},5.457,1777
{10010: 'Brother Bear 2'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16855: 'Mandy Moore'},{61970: 'Ben Gluck'},6.6,1238
{30497: 'The Texas Chain Saw Massacre'},85000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{122454: 'Allen Danziger'},{10051: 'Tobe Hooper'},7.308,2453
{347548: 'Containment'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{93177: 'Lee Ross'},{1560279: 'Neil Mcenery-West'},5.9,153
{554594: 'Koati'},0,"[{'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2219193: 'Sebastián Villalobos'},{2152793: 'Rodrigo Perez-Castro'},7.2,66
{43641: 'Superman/Shazam!: The Return of Black Adam'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{3035: ""Jerry O'Connell""}",{89596: 'Joaquim Dos Santos'},7.258,605
{55301: 'Alvin and the Chipmunks: Chipwrecked'},75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{212: 'David Cross'},{64151: 'Mike Mitchell'},5.708,1837
{493922: 'Hereditary'},10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{934281: 'Alex Wolff'},{1145520: 'Ari Aster'},7.248,5929
{530915: '1917'},100000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1332971: 'Dean-Charles Chapman'},{39: 'Sam Mendes'},7.974,9987
{78215: 'Into the White'},0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",{209998: 'Lachlan Nieboer'},{49555: 'Petter Næss'},6.9,250
{637: 'Life Is Beautiful'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{9235: 'Nicoletta Braschi'},{4818: 'Roberto Benigni'},8.456,11232
{10330: 'Freaky Friday'},26000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8944: 'Jamie Lee Curtis'},{54050: 'Mark Waters'},6.402,3127
{492815: 'Behind the Fright: The Making of American Horror Story'},0,"[{'id': 99, 'name': 'Documentary'}]",[],{58369: 'Alexandra Breckenridge'},{1823074: 'Jeffrey Lerner'},9.1,13
"{664767: ""Mortal Kombat Legends: Scorpion's Revenge""}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1231115: 'Jordan Rodrigues'},{204553: 'Ethan Spaulding'},8.2,1119
{423204: 'Angel Has Fallen'},40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{192: 'Morgan Freeman'},{76422: 'Ric Roman Waugh'},6.525,2799
{101: 'Léon: The Professional'},16000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{524: 'Natalie Portman'},{59: 'Luc Besson'},8.322,12331
{644083: 'Twist'},2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{3895: 'Michael Caine'},{1322031: 'Martin Owen'},6.096,151
{424998: 'The Case for Christ'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6858: 'Mike Vogel'},{94471: 'Jon Gunn'},6.9,214
{57201: 'The Lone Ranger'},215000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53807: 'Armie Hammer'},{1704: 'Gore Verbinski'},6.08,5197
{333596: 'Woodlawn'},12000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2878: 'C. Thomas Howell'},{909318: 'Andrew Erwin'},7.023,155
{315837: 'Ghost in the Shell'},110000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3317: 'Takeshi Kitano'},{228134: 'Rupert Sanders'},6.046,7109
{526050: 'Little'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1455336: 'Issa Rae'},{84124: 'Tina Gordon Chism'},6.9,582
{16985: 'Legally Blondes'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{134248: 'Becky Rosso'},{87565: 'Savage Steve Holland'},5.7,222
{98: 'Gladiator'},103000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{73421: 'Joaquin Phoenix'},{578: 'Ridley Scott'},8.2,15415
"{476968: 'Paul, Apostle of Christ'}",5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9140: 'James Faulkner'},{1331465: 'Andrew Hyatt'},7.5,259
{954: 'Mission: Impossible'},80000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10127: 'Jon Voight'},{1150: 'Brian De Palma'},6.945,7198
{521720: 'Avengers Grimm: Time Wars'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1425613: 'Marah Fairclough'},{1097187: 'Maximilian Elfeldt'},4.9,47
{475215: 'Mirai'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1054260: 'Haru Kuroki'},{81718: 'Mamoru Hosoda'},7.2,600
{558144: 'Deadpool: No Good Deed'},0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10859: 'Ryan Reynolds'},{40684: 'David Leitch'},7.189,367
{924: 'Dawn of the Dead'},26000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10182: 'Ving Rhames'},{15217: 'Zack Snyder'},7.013,3199
{10012: 'Cursed'},35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{44735: 'Jesse Eisenberg'},{5140: 'Wes Craven'},5.5,567
"{749618: ""Xico's Journey""}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{2372140: 'Verónica Álvarez'},{2409780: 'Eric Cabello'},6.6,90
{13788: 'The Unborn'},16000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{55086: 'Cam Gigandet'},{3893: 'David S. Goyer'},5.2,1161
{19899: 'Couples Retreat'},70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23532: 'Jason Bateman'},{12708: 'Peter Billingsley'},5.508,1660
{415214: 'Operation Mekong'},30200000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}]",{126778: 'Eddie Peng'},{81220: 'Dante Lam'},7.0,196
{372519: 'The Ten Commandments: The Movie'},39307171,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'MA', 'name': 'Morocco'}]",{1243806: 'Camila Rodrigues'},{1548846: 'Alexandre Avancini'},7.251,271
{1427: 'Perfume: The Story of a Murderer'},60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{4566: 'Alan Rickman'},{1071: 'Tom Tykwer'},7.34,3724
{58574: 'Sherlock Holmes: A Game of Shadows'},125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{9642: 'Jude Law'},{956: 'Guy Ritchie'},7.126,9129
{602: 'Independence Day'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4785: 'Jeff Goldblum'},{6046: 'Roland Emmerich'},6.851,8166
{51620: 'Death Race 2'},7000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",{62220: 'Lauren Cohan'},{97555: 'Roel Reiné'},5.8,909
{359289: 'Taste 2'},0,"[{'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{1508266: 'Go Eun-seong'},{1573160: 'Gyeong Seok-Ho'},8.0,1
{445030: 'No Game No Life: Zero'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1254671: 'Ai Kayano'},{1324582: 'Atsuko Ishizuka'},7.862,289
{594634: 'Close to the Horizon'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{1502016: 'Luna Wedler'},{1291492: 'Tim Trachte'},7.96,376
{676842: 'Instructions for Su'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{1193083: 'Paulina Dávila'},{1383926: 'José Ramón Chávez Delgado'},7.7,81
{504631: 'Mermaid Down'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2423355: 'Meggan Kaiser'},{1976428: 'Jeffrey Grellman'},6.7,232
{929472: 'Erax'},0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10751, 'name': 'Family'}]",[],{1291890: 'Jasmine Cephas Jones'},{3391783: 'Hebru Brantley'},4.84,25
{256591: 'Focus'},50100000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{234352: 'Margot Robbie'},{56412: 'John Requa'},6.887,6815
{651571: 'Breach'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{11155: 'Thomas Jane'},{146836: 'John Suits'},4.3,528
{185689: 'Beauty in Rope Hell'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1168245: 'Maya Ito'},{1134793: 'Genji Nakamura'},5.4,7
{943158: 'The Beauty and the Moody'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'CO', 'name': 'Colombia'}]",{839684: 'Andrés Castañeda'},{2856289: 'Juan Carlos Vásquez'},6.816,19
{366141: 'Cro Minion'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{124747: 'Pierre Coffin'},{1529873: 'Didier Ah-Koon'},7.2,172
{644092: 'Finding ʻOhana'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2921201: 'Alex Aiono'},{1711826: 'Jude Weng'},6.478,317
{59108: 'Tower Heist'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{776: 'Eddie Murphy'},{11091: 'Brett Ratner'},6.053,2475
{893164: 'Cuidado con lo que deseas'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{1271600: 'Dani Rovira'},{37561: 'Fernando Colomo'},5.0,16
{621151: 'Spell'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18284: 'Loretta Devine'},{86482: 'Mark Tonderai'},6.418,287
{241259: 'Alice Through the Looking Glass'},170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{76070: 'Mia Wasikowska'},{26205: 'James Bobin'},6.557,5617
{9730: 'Friday the 13th: The Final Chapter'},2600000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1048670: 'Lauren-Marie Taylor'},{64195: 'Joseph Zito'},6.1,989
{242: 'The Godfather: Part III'},54000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3092: 'Diane Keaton'},{1776: 'Francis Ford Coppola'},7.422,5004
{649409: 'No Sudden Move'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1121: 'Benicio del Toro'},{1884: 'Steven Soderbergh'},6.4,443
{13183: 'Watchmen'},130000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17178: 'Patrick Wilson'},{15217: 'Zack Snyder'},7.317,7764
{876576: 'Go! Go! Cory Carson: Chrissy Takes the Wheel'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2504364: 'Maisie Benson'},-,5.8,24
{8835: 'Legally Blonde'},18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{36422: 'Luke Wilson'},{36797: 'Robert Luketic'},6.721,3175
{34134: 'Barbie in A Mermaid Tale'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{45923: 'Kathleen Barr'},{8054: 'Adam Wood'},7.224,595
{38: 'Eternal Sunshine of the Spotless Mind'},20000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{204: 'Kate Winslet'},{201: 'Michel Gondry'},8.098,12487
{4488: 'Friday the 13th'},550000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{37470: 'Adrienne King'},{35475: 'Sean S. Cunningham'},6.395,2250
{397243: 'The Autopsy of Jane Doe'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{46593: 'Emile Hirsch'},{135113: 'André Øvredal'},6.707,3360
{16366: 'Joseph: King of Dreams'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2: 'Mark Hamill'},{85716: 'Robert C. Ramirez'},6.7,812
{1690: 'Hostel'},4800000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{33936: 'Barbara Nedeljakova'},{16847: 'Eli Roth'},5.922,2977
{872497: 'Resurrection'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15556: 'Rebecca Hall'},{1175482: 'Andrew Semans'},5.438,16
{676701: 'Tad the Lost Explorer and the Curse of the Mummy'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{1164823: 'Óscar Barberán'},{1074721: 'Enrique Gato'},0.0,0
{71880: 'Jack and Jill'},79000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1158: 'Al Pacino'},{17494: 'Dennis Dugan'},4.3,1778
{11852: 'The Hot Chick'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53714: 'Rachel McAdams'},{66512: 'Tom Brady'},6.337,1630
{119283: 'Parker'},35000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16866: 'Jennifer Lopez'},{18596: 'Taylor Hackford'},6.0,2614
{16119: 'Cinderella III: A Twist in Time'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{31468: 'Christopher Daniel Barnes'},{73161: 'Frank Nissen'},6.5,1059
{741636: 'Bloodthirsty'},0,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{1512130: 'Lauren Beatty'},{2656874: 'Amelia Moses'},5.5,39
