,title,vote_weight,predict
280,82702,0,0.058849785
281,495764,0,0.3936367
282,23823,1,0.72606874
283,335988,0,0.0318285
284,324857,0,0.23463205
285,345938,0,0.5986171
286,55341,1,0.73734015
287,11836,0,0.5228495
288,87101,0,0.055911444
289,270946,0,0.06797421
290,225886,0,0.44520977
291,35,0,0.20788293
292,37135,0,0.06943531
293,260513,0,0.0369845
294,50546,0,0.18547663
295,341174,0,0.38114974
296,1771,0,0.062279902
297,193756,0,0.44595578
298,82690,0,0.048651315
299,436270,1,0.04298285
300,512200,0,0.076167226
301,527641,0,0.6932966
302,5174,0,0.06265612
303,337339,0,0.023301423
304,122,0,0.12807953
305,26123,0,0.68263036
306,9637,0,0.16712731
307,62177,0,0.041117925
308,119450,0,0.049168028
309,168259,0,0.04028119
310,13186,1,0.70676035
311,8960,0,0.0568595
312,43347,0,0.51083815
313,166428,0,0.072452426
314,11688,0,0.11365083
315,1954,0,0.6407081
316,28005,1,0.7062764
317,12429,0,0.43121332
318,345940,0,0.05958448
319,10009,0,0.07344028
320,15092,0,0.59011
321,559,0,0.021800198
322,294254,0,0.443904
323,8363,0,0.59682447
324,442249,0,0.7876995
325,264999,0,0.6451815
326,9532,0,0.57189023
327,38575,0,0.43860483
328,72331,0,0.24729432
329,4248,0,0.40519965
330,190859,0,0.3036452
331,641501,1,0.702097
332,521029,0,0.7071522
333,810,0,0.052214853
334,10895,0,0.7288058
335,287947,0,0.27788502
336,321612,0,0.05716257
337,333339,0,0.063768536
338,299537,0,0.05559353
339,614917,1,0.49959606
340,211672,0,0.31205913
341,420817,0,0.059617583
342,38700,0,0.24450397
343,336843,0,0.39194372
344,75780,0,0.2954582
345,9487,0,0.07945726
346,4564,0,0.26656204
347,10192,0,0.049476508
348,259316,0,0.04523008
349,82675,0,0.40684175
350,11544,0,0.19457798
351,238,0,0.6841807
352,312221,0,0.5557588
353,619778,0,0.46934026
354,398818,0,0.7110494
355,480530,0,0.5125021
356,602734,0,0.58566266
357,920,0,0.07983118
358,86331,1,0.7418289
359,136797,0,0.28893113
360,307081,0,0.51924646
361,590706,1,0.61025316
362,76341,0,0.057033274
363,45243,0,0.19034061
364,246655,0,0.045946684
365,404368,0,0.044084493
366,9023,0,0.18828094
367,324852,0,0.19677053
368,524251,1,0.82243663
369,576845,0,0.46565282
370,385687,1,0.014970561
371,427641,0,0.08209032
372,8920,0,0.36668965
373,223702,0,0.6146812
374,11324,0,0.18388708
375,812,0,0.526972
376,49026,0,0.02350385
377,11322,0,0.11055145
378,676,0,0.06240334
379,57158,0,0.02353763
380,675319,1,0.8520154
381,8355,0,0.14299826
382,10358,0,0.5586884
383,105864,0,0.063668944
384,9702,1,0.48142228
385,346364,0,0.632622
386,10196,0,0.05880344
387,232672,0,0.449668
388,360920,0,0.22025359
389,574060,1,0.5631853
390,257344,0,0.1528681
391,37165,0,0.29362828
392,953,0,0.20963502
393,9358,0,0.5428312
394,381288,0,0.69881505
395,420809,0,0.04213205
396,650,1,0.68238
397,209112,0,0.024148438
398,87428,0,0.2470899
399,80321,0,0.05948562
400,412117,0,0.19800594
401,62211,0,0.03517672
402,343611,0,0.302247
403,10585,0,0.67258877
404,12092,0,0.7106857
405,396422,0,0.7800499
406,8871,0,0.07655844
407,10567,0,0.07235953
408,12155,0,0.036742542
409,102651,0,0.04656632
410,505026,0,0.14901228
411,408,0,0.72416824
412,644495,0,0.25635365
413,22881,0,0.5337517
414,646380,0,0.21301366
415,27578,0,0.18511613
416,11674,0,0.3357602
417,637534,1,0.71569705
418,198184,0,0.3867638
419,125509,1,0.7241447
420,9502,0,0.06970161
421,399579,0,0.048449717
422,316727,0,0.6725005
423,447332,0,0.61148465
424,373571,0,0.04825433
425,480414,0,0.7919028
426,9479,0,0.56224054
427,325358,1,0.631049
428,109439,0,0.10728366
429,268896,0,0.09097845
430,49519,0,0.06546901
431,278,0,0.54804707
432,585216,1,0.7376229
433,46195,0,0.14274164
434,3170,0,0.7208047
435,11036,0,0.5225725
436,581387,1,0.71606565
437,44943,0,0.24736895
438,1579,0,0.43605143
439,348,0,0.65048945
440,10527,0,0.056952395
441,129,0,0.59505665
442,49530,0,0.44386593
443,228165,0,0.23473331
444,10681,0,0.045233894
445,207703,0,0.17950574
446,263115,0,0.17134964
447,4256,0,0.3806097
448,57800,0,0.13826211
449,522938,0,0.4157875
450,18823,0,0.0759022
451,311324,0,0.078652956
452,10191,0,0.049763393
453,12230,0,0.7062277
454,273481,0,0.52670074
455,950,0,0.1846907
456,16869,0,0.23599552
457,4935,0,0.5568382
458,44912,0,0.037594847
459,76492,0,0.17982309
460,681887,1,0.84642947
461,396535,0,0.7495451
462,9552,0,0.65617096
463,546554,0,0.44390824
464,9373,0,0.6656773
465,147441,0,0.063259564
466,8681,0,0.55346507
467,7555,0,0.36670887
468,8277,0,0.6631041
469,228326,0,0.4790841
470,603,0,0.2759137
471,57165,0,0.05646319
472,390043,0,0.52754873
473,155,0,0.042006895
474,13,0,0.3259709
475,118340,0,0.047955263
476,74513,1,0.704274
477,340102,0,0.3868498
478,14869,0,0.04653438
479,297761,0,0.045825925
480,250546,0,0.69427747
481,10588,0,0.09292367
482,13053,0,0.05760459
483,615,0,0.51093286
484,511809,1,0.18501835
485,49018,0,0.7149176
486,550,0,0.27543962
487,245891,0,0.5907723
488,591120,1,0.77360755
489,534,0,0.03751029
490,9325,0,0.70929956
491,1927,0,0.06438563
492,14199,0,0.3711733
493,11932,0,0.5498374
494,599975,0,0.8195396
495,679,0,0.5977777
496,60304,0,0.37675703
497,581389,1,0.72845197
498,56292,0,0.060864456
499,497582,0,0.60707575
500,300671,0,0.36278427
501,424694,0,0.39910758
502,497,0,0.29373336
503,11249,0,0.6513737
504,150689,0,0.12526669
505,140607,0,0.024475442
506,297762,0,0.059011362
507,45610,1,0.51263803
508,158015,0,0.7107445
509,560144,1,0.24612589
510,400155,0,0.20347987
511,305470,0,0.18361287
512,6479,0,0.057179432
513,290098,0,0.7095322
514,643586,1,0.76049626
515,55779,0,0.4097979
516,302699,0,0.36940527
517,647302,1,0.9525009
518,123553,0,0.30497468
519,400535,0,0.5602103
520,77338,0,0.6551271
521,76757,0,0.045734044
522,14128,0,0.7008041
523,4257,0,0.40247566
524,102899,0,0.06968344
525,565028,1,0.7615149
526,820446,1,0.45128244
527,41630,0,0.5511354
528,278154,0,0.111719765
529,184345,1,0.7802854
530,287590,1,0.58430326
531,184315,0,0.111221634
532,335984,0,0.05561547
533,37169,0,0.7315755
534,181808,0,0.036264926
535,10693,0,0.71116596
536,9902,0,0.64638925
537,131634,0,0.052819222
538,127585,0,0.023480734
539,1366,0,0.71794593
540,2454,0,0.029424513
541,23988,1,0.7334865
542,222935,0,0.7549866
543,9948,1,0.56264347
544,71672,1,0.7292491
545,351819,0,0.68975794
546,281338,0,0.05811416
547,283366,0,0.09388906
548,43947,0,0.7282385
549,77930,0,0.6786189
550,456740,0,0.36704808
551,156022,0,0.33074278
552,11,0,0.6499198
553,51828,0,0.62664604
554,71552,0,0.37104264
555,10340,0,0.7109065
556,351694,1,0.8331046
557,140300,0,0.086888075
558,10137,0,0.06687452
559,754067,1,0.8973213
560,24418,1,0.43445003
561,176,0,0.7151426
562,526050,1,0.63685685
563,101299,0,0.07000518
564,509967,0,0.057538904
565,9543,0,0.03760175
566,249070,0,0.60520124
567,530915,0,0.15809408
568,577922,0,0.035308305
569,353081,0,0.045982
570,273477,0,0.6547177
571,41154,0,0.029384645
572,18861,1,0.56871736
573,656991,1,0.7663103
574,75656,0,0.20941848
575,506574,1,0.63857144
576,2109,0,0.4879169
577,290859,0,0.04155061
578,139038,0,0.790214
579,680,0,0.67076916
580,262500,0,0.11727844
581,9286,0,0.562121
582,28510,1,0.63813037
583,10625,0,0.6203375
584,193893,0,0.6259982
585,87502,0,0.502067
586,52520,0,0.24233754
587,117251,0,0.05703315
588,159824,0,0.20347987
589,62835,0,0.44358402
590,573699,1,0.91126174
591,353486,0,0.15024213
592,13448,0,0.057100892
593,5175,0,0.14295508
594,1734,0,0.116228454
595,286217,0,0.09683194
596,338952,0,0.03788631
597,38055,0,0.07088084
598,71676,0,0.31585953
599,19912,0,0.44647372
600,40047,1,0.71110046
601,263472,0,0.72610706
602,9836,0,0.111495465
603,363088,0,0.062068637
604,350499,1,0.058113117
605,280,0,0.105738446
606,14405,1,0.58721834
607,481848,0,0.09488877
608,405774,0,0.6432808
609,9072,0,0.27593282
610,10386,0,0.23520713
611,91586,0,0.6917782
612,454640,1,0.36943844
613,87818,0,0.7993746
614,19908,0,0.5751611
615,172385,0,0.10374681
616,181812,0,0.023396056
617,343668,0,0.10145146
618,11397,0,0.6232938
619,16996,0,0.59742314
620,277216,0,0.56260794
621,597890,1,0.63099414
622,117263,0,0.23663153
623,17654,0,0.5306699
624,297802,0,0.053506892
625,913814,1,0.858113
626,339984,1,0.6817723
627,417859,0,0.06930859
628,564,0,0.18464924
629,10882,0,0.69845283
630,409502,1,0.74675614
631,694,0,0.59382623
632,75174,0,0.555163
633,20533,0,0.3836251
634,49444,0,0.055832997
635,42194,1,0.5248198
636,58595,0,0.047307514
637,59440,0,0.55734736
638,6466,0,0.5140552
639,240832,0,0.43345264
640,338967,0,0.43546474
641,10112,0,0.7079033
642,11360,0,0.7398831
643,48138,0,0.51817757
644,496243,0,0.66378164
645,179826,1,0.5408367
646,10555,0,0.21332031
647,49849,0,0.050812293
648,2105,0,0.6529198
649,339846,0,0.24914877
650,16052,1,0.5871074
651,238636,0,0.67397547
652,601635,1,0.7245277
653,669671,1,0.7330507
654,9316,1,0.72721326
655,23827,0,0.7384526
656,43593,0,0.5627726
657,20526,0,0.04732479
658,101,0,0.6144682
659,614696,1,0.9005395
660,13183,0,0.06973082
661,47933,0,0.050116576
662,929170,1,0.8878853
663,11186,0,0.6435963
664,124905,0,0.06423056
665,68718,0,0.111568235
666,65364,1,0.74470866
667,412656,0,0.09909885
668,364689,0,0.12359898
669,33273,1,0.70580935
670,10054,0,0.47926423
671,522162,0,0.1114184
672,43549,1,0.58549625
673,10607,1,0.70405465
674,450465,0,0.5864614
675,286567,1,0.6950207
676,265712,1,0.63303727
677,81005,0,0.03840157
678,9769,1,0.28274205
679,138103,0,0.13282417
680,8456,0,0.5988102
681,530385,0,0.77328837
682,578701,1,0.78250253
683,76726,0,0.71976614
684,166424,0,0.29126427
685,14574,0,0.6628547
686,105,0,0.5925912
687,51876,0,0.53453714
688,146233,0,0.40545613
689,11187,0,0.64764327
690,23629,0,0.1788162
691,43074,0,0.059906878
692,210577,0,0.2889738
693,240,0,0.63647103
694,8982,1,0.6965083
695,652,0,0.04581327
696,10439,0,0.53289866
697,134374,0,0.55014205
698,100402,0,0.04776921
699,293167,0,0.040131465
700,1369,0,0.40779945
701,81188,0,0.058877647
702,76163,0,0.11104138
703,296099,0,0.6154607
704,53182,0,0.09400883
705,602269,0,0.51856804
706,42684,0,0.67253387
707,346672,0,0.5474592
708,270303,0,0.7600714
709,10530,0,0.33347377
710,8961,0,0.071490444
711,449443,0,0.5286687
712,218,0,0.68181413
713,37686,0,0.36440155
714,522627,0,0.5776367
715,8645,0,0.2958133
716,523931,1,0.7954251
717,5559,0,0.05683079
718,19913,0,0.68474597
719,137113,0,0.04465336
720,13700,0,0.09389415
721,22794,0,0.11893039
722,11811,1,0.72412914
723,313297,0,0.38039544
724,87421,0,0.4684694
725,44896,0,0.067134544
726,10830,0,0.46379206
727,44571,1,0.6528836
728,70160,0,0.21231918
729,281957,0,0.06561966
730,68735,0,0.05264599
731,9539,0,0.6892885
732,23047,0,0.44090638
733,61791,0,0.13599375
734,291805,0,0.14562914
735,114,0,0.629066
736,530254,1,0.7590721
737,265208,0,0.5126066
738,37430,0,0.14628296
739,579974,1,0.2625036
740,244786,0,0.71705323
741,34584,0,0.53692085
742,9078,0,0.7106091
743,8275,0,0.6313621
744,522931,0,0.24738963
745,854,0,0.56681097
746,314095,0,0.5135242
747,5255,0,0.05096331
748,87827,0,0.08157608
749,187017,0,0.38331053
750,39513,0,0.44159827
751,399360,0,0.3687324
752,55846,0,0.6318576
753,1374,0,0.5042782
754,37724,0,0.036826998
755,20662,0,0.03674247
756,339403,0,0.48053753
757,772,0,0.60170275
758,10781,0,0.63061595
759,381289,0,0.6306066
760,272,0,0.05718207
761,14438,1,0.7350544
762,38322,1,0.50893545
763,458305,0,0.7869418
764,109451,0,0.26299062
765,241259,0,0.049216524
766,4523,0,0.16438425
767,756,0,0.74086964
768,19899,0,0.23755513
769,23483,0,0.53241557
770,228161,0,0.06869309
771,652004,1,0.8037236
772,535845,1,0.6594147
773,423204,0,0.44282126
774,136799,0,0.07634128
775,329,0,0.27522656
776,49527,0,0.42848748
777,581392,0,0.71747744
778,4232,0,0.63052374
779,51620,1,0.6948612
780,37645,1,0.5624453
781,20048,0,0.4354776
782,27576,0,0.09250465
783,372519,1,0.648116
784,9291,0,0.17597738
785,607,0,0.1427792
786,23631,0,0.5947935
787,342473,0,0.69456756
788,12279,0,0.45114034
789,13207,0,0.6001488
790,1427,0,0.29392976
791,857,0,0.2344915
792,157350,0,0.20060892
793,215,0,0.6975082
794,320288,0,0.03675108
795,278927,0,0.045751497
796,308531,0,0.09480101
797,11699,1,0.54945046
798,413518,1,0.6480205
799,424,0,0.5704914
800,861,0,0.26479056
801,37834,0,0.08294582
802,321258,0,0.6659233
803,10948,0,0.6559396
804,27581,0,0.11380985
805,8392,0,0.70516205
806,424139,0,0.66648865
807,19994,0,0.6296799
808,9792,0,0.6295605
809,278924,0,0.44741854
810,72571,0,0.7163572
811,10201,0,0.24059726
812,127380,0,0.036745045
813,423,0,0.47217733
814,329865,0,0.4003545
815,77866,0,0.55640805
816,760883,1,0.75079334
817,350,0,0.47257495
818,290764,1,0.7112466
819,10066,0,0.44728494
820,762823,1,0.79249936
821,214,0,0.65740156
822,1250,0,0.09212075
823,34544,0,0.09498353
824,174772,1,0.73056537
825,291870,0,0.64724654
826,637,0,0.58683234
827,333484,0,0.14846033
828,10501,0,0.2978673
829,259072,1,0.82259417
830,1267,0,0.059915144
831,121734,1,0.74724126
832,6477,0,0.2985168
833,623135,1,0.71823364
834,531499,1,0.5486643
835,630240,1,0.7794981
836,8273,0,0.33454162
837,100042,0,0.43543828
838,7131,0,0.052327488
839,6844,1,0.63867813
840,793723,1,0.72212905
841,718032,1,0.59770155
842,205584,0,0.08504857
843,663,0,0.6614845
844,16871,0,0.5124148
845,57201,0,0.032871578
846,2770,0,0.5132412
847,256274,0,0.7109
848,290595,0,0.16336979
849,578,0,0.6776176
850,385103,1,0.72562087
851,7443,0,0.40959966
852,454619,1,0.680225
853,1359,0,0.6796085
854,484718,0,0.30392218
855,48340,1,0.5255782
856,14849,1,0.7011394
857,11968,0,0.37407485
858,481084,0,0.4518605
859,95,0,0.062314026
860,9757,0,0.703079
861,75612,0,0.08104958
862,424783,0,0.09201055
863,9016,0,0.06367626
864,205596,0,0.63781357
865,242,0,0.3332817
866,524047,0,0.49575728
867,64682,0,0.09975179
868,23023,0,0.3813118
869,339964,0,0.06261132
870,256040,1,0.58980757
871,34813,0,0.55251586
872,630,0,0.7067084
873,406563,0,0.7603358
874,257211,0,0.47371003
875,544401,1,0.45487255
876,9378,0,0.42629743
877,98,0,0.10589279
878,4922,0,0.05701715
879,9297,0,0.21775813
880,949,0,0.2934195
881,15512,0,0.045645524
882,1368,0,0.6256311
883,406990,0,0.62056965
884,345887,0,0.3374848
885,13640,1,0.7137605
886,460019,0,0.7416496
887,158852,0,0.04080867
888,545609,0,0.46796826
889,393345,1,0.68777263
890,14306,0,0.29433465
891,406997,0,0.5874986
892,60747,0,0.26513633
893,256591,0,0.3958094
894,62213,0,0.057117682
895,64635,0,0.07402715
896,252,0,0.7040874
897,18009,1,0.7237989
898,23398,0,0.21042535
899,602,0,0.20876911
900,227348,0,0.7084079
901,76617,0,0.6876746
902,254,0,0.035571177
903,242582,0,0.6750834
904,703745,1,0.7316313
905,14324,1,0.4528202
906,162,0,0.58536035
907,65759,0,0.06934657
908,136418,0,0.59277993
909,4348,0,0.531344
910,402900,0,0.23629972
911,58574,0,0.074173294
912,73723,0,0.24552424
913,110415,0,0.444843
914,315837,0,0.10106376
915,608,0,0.062275875
916,9348,0,0.47422898
917,64690,0,0.62869084
918,267935,0,0.087346666
919,136795,0,0.43250343
920,177677,0,0.05741331
921,65,0,0.42601067
922,400928,0,0.7092307
923,9904,1,0.1905258
924,2332,0,0.6587196
925,81796,0,0.6956471
926,479455,0,0.09431136
927,10140,0,0.05467075
928,46528,1,0.43667468
929,14248,1,0.56858635
930,632322,1,0.6413915
931,1271,0,0.26593083
932,4233,0,0.557625
933,282035,0,0.0766056
934,466272,0,0.1246644
935,82507,0,0.72389954
936,807,0,0.48748252
937,533642,0,0.8242245
938,280092,0,0.6579753
939,493922,0,0.76615596
940,11770,0,0.67247576
941,315011,1,0.65151864
942,41446,0,0.4352619
943,146216,0,0.16771795
944,818192,1,0.7579775
945,116711,0,0.1138286
946,18,0,0.14228259
947,14164,0,0.51678234
948,10012,1,0.4778873
949,18360,0,0.057120148
950,86834,0,0.0741134
951,338762,0,0.6634126
952,462883,1,0.6814617
953,122906,0,0.65031
954,76489,1,0.5156125
955,44833,0,0.0338593
956,377,0,0.71203035
957,274854,0,0.19438426
958,378236,0,0.3776606
959,1691,0,0.66140896
960,764,0,0.7219635
961,9444,0,0.34442985
962,19840,1,0.612025
963,300669,0,0.7475065
964,58857,1,0.69424206
965,338970,0,0.13403438
966,128,0,0.5389249
967,16353,1,0.6828929
968,7191,0,0.5583895
969,119283,0,0.47583365
970,169917,0,0.5519891
971,310131,0,0.7255942
972,9488,0,0.45643386
973,17979,0,0.036745694
974,80035,0,0.25162557
975,8274,0,0.66538477
976,59967,0,0.5178475
977,70006,1,0.72296643
978,14444,1,0.5313937
979,716810,1,0.8233591
980,429351,0,0.6380582
981,7347,1,0.7082872
982,37786,0,0.112406515
983,4552,1,0.6340488
984,1498,0,0.63613814
985,43959,1,0.61651975
986,802,0,0.7105477
987,12222,0,0.16721387
988,4011,0,0.6238044
989,297,0,0.14259492
990,869,0,0.11051105
991,1273,1,0.48392957
992,954,0,0.18470368
993,8839,0,0.36287835
994,65291,1,0.72008646
995,13971,0,0.593409
996,365222,1,0.48729864
997,38408,0,0.46288455
998,14560,0,0.5515887
999,772272,1,0.7995229
1000,68817,0,0.5725912
1001,12244,0,0.51904356
1002,14564,0,0.5901701
1003,1979,0,0.070904665
1004,37710,0,0.11128409
1005,149,0,0.6570665
1006,1417,0,0.5959457
1007,72431,1,0.41376877
1008,51608,1,0.7380266
1009,13475,0,0.0573371
1010,411088,0,0.77460605
1011,258230,0,0.41865578
1012,567609,0,0.7608726
1013,14001,0,0.5902965
1014,41439,0,0.589992
1015,2330,0,0.67123336
1016,156717,1,0.69218147
1017,8078,0,0.23454137
1018,800497,1,0.84296125
1019,10229,0,0.656591
1020,490132,0,0.59180576
1021,2048,0,0.08017308
1022,30497,0,0.7316904
1023,47964,0,0.15039502
1024,10483,0,0.398242
1025,11886,0,0.70295566
1026,37799,0,0.43929565
1027,167032,0,0.69753456
1028,11130,0,0.43433383
1029,170,0,0.6908774
1030,68724,0,0.08702169
1031,616820,1,0.56816375
1032,324670,0,0.3543404
1033,71880,0,0.18986484
1034,9880,0,0.4569881
1035,324849,0,0.19982062
1036,2907,0,0.510854
1037,888,0,0.39065388
1038,2123,0,0.35534605
1039,38,0,0.5850997
1040,519465,1,0.7586564
1041,7485,0,0.28920165
1042,1924,0,0.32911602
1043,1813,0,0.31480503
1044,77951,1,0.22180043
1045,10202,0,0.18872274
1046,17610,0,0.29793358
1047,28178,0,0.6164349
1048,508439,0,0.036266353
1049,68737,0,0.132133
1050,11679,0,0.29430985
1051,2668,0,0.110677615
1052,604,0,0.057064187
1053,415842,0,0.49740505
1054,11917,0,0.6559868
1055,657644,1,0.8538116
1056,262504,0,0.11727844
1057,476968,1,0.78378063
1058,11045,1,0.5515895
1059,36647,0,0.3990118
1060,296,0,0.036792528
1061,18925,1,0.7383857
1062,458723,0,0.65508354
1063,153518,0,0.3223937
1064,348350,0,0.0366004
1065,59108,0,0.20882948
1066,258489,0,0.044284888
1067,1422,0,0.14274338
1068,44214,0,0.63897437
1069,465136,0,0.7532375
1070,189,0,0.26881075
1071,206647,0,0.024837732
1072,138832,0,0.47096753
1073,82700,0,0.06929785
1074,41513,0,0.092779785
1075,185,0,0.7086953
1076,10545,0,0.11377099
1077,13179,1,0.389455
1078,136400,0,0.29545546
