title,budget,genres,country,charactor,director,vote_score,vote_count,vote_weight
토르: 러브 앤 썬더,250000000,액션,United States of America,Christian Bale,Taika Waititi,6.778,1802,5.482992399951836
쥬라기 월드: 도미니언,165000000,모험,United States of America,Bryce Dallas Howard,Colin Trevorrow,7.108,2698,5.972418556258678
미니언즈 2,85000000,가족,United States of America,Pierre Coffin,Kyle Balda,7.804,1257,5.695402494799401
탑건: 매버릭,170000000,액션,United States of America,Miles Teller,Joseph Kosinski,8.339,1874,6.379786010034734
블랙폰,18800000,공포,United States of America,Madeleine McGraw,Scott Derrickson,8.0,1731,6.11078432783653
닥터 스트레인지: 대혼돈의 멀티버스,200000001,판타지,United States of America,Elizabeth Olsen,Sam Raimi,7.515,5193,6.7124141021814205
버즈 라이트이어,200000000,애니메이션,United States of America,Keke Palmer,Angus MacLane,7.334,1559,5.663958573860931
그레이 맨,200000000,액션,United States of America,Chris Evans,Joe Russo,7.07,1457,5.475758067127414
엘비스,85000000,음악,Australia,Tom Hanks,Baz Luhrmann,7.908,888,5.4072775261849015
스파이더맨: 노 웨이 홈,200000000,액션,United States of America,Zendaya,Jon Watts,8.048,14602,7.665219666442476
수퍼 소닉 2,110000000,액션,Japan,Ben Schwartz,Jeff Fowler,7.689,2747,6.36205606676145
불릿 트레인,85900000,액션,United States of America,Joey King,David Leitch,7.338,228,4.372104435630781
엑소시즘 오브 갓,1500000,공포,Mexico,María Gabriela de Faría,Alejandro Hidalgo,7.19,508,4.7497489201004
로스트 시티,74000000,액션,United States of America,Channing Tatum,Aaron Nee,6.771,1724,5.447830502928214
도그,20000000,드라마,United States of America,Jane Adams,Reid Carolin,7.429,768,5.111712888883751
신비한 동물들과 덤블도어의 비밀,200000000,판타지,United Kingdom,Jude Law,David Yates,6.858,2505,5.760902504514441
노스맨,70000000,액션,United States of America,Nicole Kidman,Robert Eggers,7.203,2117,5.845329253546359
메이의 새빨간 비밀,190000000,애니메이션,United States of America,Sandra Oh,Domee Shi,7.505,2931,6.295325286519137
모비우스,75000000,액션,United States of America,Matt Smith,Daniel Espinosa,6.46,2308,5.462289407317957
엔칸토: 마법의 세계,50000000,애니메이션,United States of America,María Cecilia Botero,Jared Bush,7.676,7113,7.024578690626494
언차티드,120000000,액션,United States of America,Mark Wahlberg,Ruben Fleischer,7.2,3049,6.121968409249426
극장판 귀멸의 칼날: 무한열차편,15800000,애니메이션,Japan,Akari Kito,Haruo Sotozaki,8.359,2604,6.741682371698516
더 배트맨,185000000,범죄,United States of America,Zoë Kravitz,Matt Reeves,7.754,5845,6.974136386276338
씽2게더,85000000,애니메이션,United States of America,Reese Witherspoon,Garth Jennings,8.041,3037,6.683066581370582
좀비스 3,36000000,음악,Canada,Milo Manheim,Paul Hoen,7.832,191,4.362963215478311
프레데터 2,35000000,SF,United States of America,Gary Busey,Stephen Hopkins,6.227,2437,5.350524859874966
배드 가이즈,80000000,애니메이션,United States of America,Marc Maron,Pierre Perifel,7.794,905,5.3819712240076285
프레데터,15000000,SF,United States of America,Carl Weathers,John McTiernan,7.486,6351,6.807431449887364
베놈 2: 렛 데어 비 카니지,110000000,SF,United States of America,Woody Harrelson,Andy Serkis,6.964,7796,6.474851776594362
더 프레데터,88000000,SF,Canada,Trevante Rhodes,Shane Black,5.622,3852,5.146509201983515
문폴,146000000,SF,Hong Kong,Patrick Wilson,Roland Emmerich,6.444,1668,5.251771951379861
DC 리그 오브 슈퍼-펫,90000000,애니메이션,United States of America,Kevin Hart,Jared Stern,7.4,70,4.074864370872584
프레데터스,40000000,SF,United States of America,Topher Grace,Nimród Antal,6.226,3288,5.505880818328212
내일의 전쟁,200000000,액션,United States of America,Yvonne Strahovski,Chris McKay,7.951,5688,7.113148306686016
어벤져스: 인피니티 워,300000000,모험,United States of America,Chris Hemsworth,Joe Russo,8.268,25155,8.02449470643052
샹치와 텐 링즈의 전설,150000000,액션,United States of America,Tony Leung Chiu-wai,Destin Daniel Cretton,7.674,6985,7.013094367983718
에이리언 vs. 프레데터 2,40000000,판타지,United States of America,Reiko Aylesworth,Greg Strause,5.146,2259,4.657900943274195
보스 베이비 2,82000000,애니메이션,United States of America,James Marsden,Tom McGrath,7.538,2015,5.998323716657856
드래곤볼 Z - 부활의 'F',5000000,액션,Japan,Ryou Horikawa,Tadayoshi Yamamuro,6.815,1439,5.340770249313421
애프터: 관계의 함정,14000000,로맨스,France,Hero Fiennes Tiffin,Castille Landon,7.15,1832,5.699709299490218
이터널스,200000000,SF,United States of America,Richard Madden,Chloé Zhao,7.1,6064,6.471873891723935
서틴 라이브즈,55000000,드라마,United Kingdom,Colin Farrell,Ron Howard,8.002,215,4.433151271069154
레지던트 이블: 라쿤시티,40000000,공포,France,Robbie Amell,Johannes Roberts,6.11,1762,5.1053530285268005
Peterchens Mondfahrt,2000000,애니메이션,Austria,Dirk Petrick,Ali Samadi Ahadi,6.205,56,4.001559325525965
모탈 컴뱃,20000000,액션,United States of America,Jessica McNamee,Simon McQuoid,7.174,4798,6.40189618603698
X,10000000,공포,United States of America,Jenna Ortega,Ti West,6.756,714,4.837156383052649
핵소 고지,40000000,드라마,Australia,Sam Worthington,Mel Gibson,8.184,11249,7.6845590180642525
루카,200000000,애니메이션,United States of America,Jack Dylan Grazer,Enrico Casarosa,7.928,6565,7.185607683214213
앰뷸런스,40000000,액션,United States of America,Yahya Abdul-Mateen II,Michael Bay,6.921,1021,5.138615881877993
아바타,237000000,액션,United States of America,Zoe Saldaña,James Cameron,7.516,25859,7.319782567184594
크루엘라,200000000,코미디,United Kingdom,Emma Thompson,Craig Gillespie,8.142,7347,7.429167261959029
블랙라이트,43000000,액션,Australia,Emmy Raver-Lampman,Mark Williams,6.33,561,4.577738783992211
신과함께-죄와 벌,18300000,드라마,South Korea,Cha Tae-hyun,Kim Yong-hwa,8.106,635,5.168929240253851
미친 능력,30000000,액션,United States of America,Pedro Pascal,Tom Gormican,6.998,565,4.764632336197998
신과함께-인과 연,18300000,드라마,South Korea,Ju Ji-hoon,Kim Yong-hwa,8.226,369,4.772903386359883
클리포드 더 빅 레드 독,64000000,가족,Canada,Jack Whitehall,Walt Becker,7.285,1353,5.519728691058884
고스트 버스터즈 라이즈,75000000,판타지,Canada,Finn Wolfhard,Jason Reitman,7.618,3048,6.402365426821739
나루토 질풍전 극장판 1기 - 나루토의 죽음,29000000,애니메이션,Japan,Chie Nakamura,Hajime Kamegaki,7.199,460,4.691861903490469
에브리씽 에브리웨어 올 앳 원스,25000000,액션,United States of America,Ke Huy Quan,Daniel Kwan,8.273,1279,5.928622942949556
킹스맨: 퍼스트 에이전트,100000000,액션,United Kingdom,Harris Dickinson,Matthew Vaughn,6.886,3032,5.907470806999124
퍼피 구조대 더 무비,26000000,애니메이션,United States of America,Lilly Bartlam,Cal Brunker,7.439,994,5.326378823135649
잭 스나이더의 저스티스 리그,70000000,액션,United States of America,Henry Cavill,Zack Snyder,8.266,8026,7.584582955361341
컨저링 3: 악마가 시켰다,39000000,공포,United States of America,Vera Farmiga,Michael Chaves,7.601,4596,6.698634767191218
매트릭스: 리저렉션,190000000,SF,United States of America,Carrie-Anne Moss,Lana Wachowski,6.652,3999,5.909377898930689
레드 노티스,160000000,액션,United States of America,Ryan Reynolds,Rawson Marshall Thurber,6.781,3964,5.998338576831578
나루토 질풍전 극장판 7기 - 더 라스트 - 나루토 더 무비,1000000,액션,Japan,Nana Mizuki,Tsuneo Kobayashi,7.854,1253,5.715153595574411
더 수어사이드 스쿼드,185000000,액션,United States of America,Idris Elba,James Gunn,7.636,6458,6.938414410710017
스크림,24000000,공포,United States of America,Courteney Cox,Tyler Gillett,6.759,1552,5.366945512555453
텍사스 전기톱 학살 2022,20000000,공포,United States of America,Elsie Fisher,David Blue Garcia,5.257,880,4.415311201712865
어벤져스: 엔드게임,356000000,모험,United States of America,Chris Evans,Joe Russo,8.278,21565,7.995933502296282
애덤 프로젝트,116000000,액션,United States of America,Walker Scobell,Shawn Levy,7.106,2786,5.994475700794889
해리 포터와 마법사의 돌,125000000,모험,United Kingdom,Rupert Grint,Chris Columbus,7.917,23043,7.673877351576171
어벤져스,220000000,SF,United States of America,Chris Evans,Joss Whedon,7.706,27341,7.5100366311079485
에이리언 vs. 프레데터,70000000,모험,Germany,Raoul Bova,Paul W. S. Anderson,5.878,3570,5.300567016240716
해리 포터와 불의 잔,150000000,모험,United Kingdom,Rupert Grint,Mike Newell,7.821,17555,7.515346012338072
애프터,14000000,로맨스,United States of America,Hero Fiennes Tiffin,Jenny Gage,7.166,7185,6.607675131143027
브라더스,26000000,드라마,United States of America,Jake Gyllenhaal,Jim Sheridan,7.184,2403,5.933298960187457
Padre no hay más que uno,3400000,코미디,Spain,Toni Acosta,Santiago Segura,7.631,519,4.876914131944508
놉,68000000,공포,Japan,Keke Palmer,Jordan Peele,7.068,161,4.225586819084202
해리 포터와 비밀의 방,100000000,모험,United Kingdom,Rupert Grint,Chris Columbus,7.73,18569,7.446563304500914
고질라 VS. 콩,200000000,액션,United States of America,Millie Bobby Brown,Adam Wingard,7.759,8113,7.162507729833225
프리 가이,110000000,코미디,United States of America,Jodie Comer,Shawn Levy,7.65,6109,6.917636540337803
해리 포터와 혼혈 왕자,250000000,모험,United Kingdom,Rupert Grint,David Yates,7.704,16441,7.389092570762775
크루즈 패밀리: 뉴 에이지,65000000,애니메이션,United States of America,Emma Stone,Joel Crawford,7.558,3065,6.366544421984087
해리 포터와 아즈카반의 죄수,130000000,모험,United Kingdom,Rupert Grint,Alfonso Cuarón,8.025,18264,7.714909507704042
몬스터 주식회사,115000000,애니메이션,United States of America,Billy Crystal,Pete Docter,7.819,15790,7.482302311859705
블랙 위도우,200000000,액션,United States of America,Florence Pugh,Cate Shortland,7.423,7965,6.870180559587064
체르노빌 1986,9100000,드라마,Russia,Oksana Akinshina,Danila Kozlovsky,6.2,382,4.383861430504261
해리 포터와 죽음의 성물 2,125000000,판타지,United Kingdom,Rupert Grint,David Yates,8.12,17569,7.791167132849477
분노의 질주: 더 얼티메이트,200000000,액션,United States of America,Michelle Rodriguez,Justin Lin,7.249,5577,6.546153132628593
헬프,25000000,드라마,United States of America,Viola Davis,Tate Taylor,8.191,6611,7.404397750419977
어벤져스: 에이지 오브 울트론,365000000,액션,United States of America,Chris Hemsworth,Joss Whedon,7.291,20198,7.059047102815967
라야와 마지막 드래곤,100000000,애니메이션,United States of America,Awkwafina,Carlos López Estrada,7.98,5501,7.1135559653913605
Padre no hay más que uno 2: la llegada de la suegra,4000000,코미디,Spain,Toni Acosta,Santiago Segura,7.469,397,4.66498986508833
코코,175000000,가족,Mexico,Gael García Bernal,Lee Unkrich,8.227,15998,7.859502958168738
Последний богатырь: Корень зла,8400000,판타지,Russia,Viktor Horinyak,Dmitriy Dyachenko,7.0,114,4.137572749349724
더 언홀리,10000000,공포,United States of America,Cricket Brown,Evan Spiliotopoulos,6.746,1693,5.421662592894333
해리 포터와 죽음의 성물 1,250000000,모험,United Kingdom,Emma Watson,David Yates,7.779,16305,7.455398773458742
스페이스 잼: 새로운 시대,161900000,가족,United States of America,Don Cheadle,Malcolm D. Lee,6.984,3245,6.018605122895689
데드풀,58000000,액션,United States of America,Morena Baccarin,Tim Miller,7.6,27129,7.408110624716933
밥스 버거스 무비,38000000,애니메이션,United States of America,Kristen Schaal,Bernard Derriman,7.0,125,4.15704575185386
토르: 라그나로크,180000000,액션,United States of America,Tom Hiddleston,Taika Waititi,7.6,18069,7.319233626234867
코렐라인: 비밀의 문,60000000,애니메이션,United States of America,Teri Hatcher,Henry Selick,7.792,5947,7.0152083723258185
레전드,25000000,범죄,United Kingdom,Emily Browning,Brian Helgeland,7.0,3112,6.001531594914939
토르: 천둥의 신,150000000,모험,United States of America,Natalie Portman,Kenneth Branagh,6.771,18620,6.559422448039863
듄,165000000,SF,United States of America,Rebecca Ferguson,Denis Villeneuve,7.868,7471,7.210638243424423
콰이어트 플레이스 2,61000000,SF,United States of America,Cillian Murphy,John Krasinski,7.574,4588,6.677072893834295
스폰지밥 무비: 핑핑이 구출 대작전,60000000,가족,South Korea,Bill Fagerbakke,Tim Hill,7.595,2501,6.221427346860672
캐리비안의 해적: 낯선 조류,380000000,모험,United Kingdom,Penélope Cruz,Rob Marshall,6.526,12191,6.241725614985323
메이즈 러너,34000000,액션,United States of America,Kaya Scodelario,Wes Ball,7.171,14836,6.873839953897585
정글 크루즈,200000000,액션,United States of America,Emily Blunt,Jaume Collet-Serra,7.514,4497,6.618391341324928
라이온 킹,45000000,가족,United States of America,James Earl Jones,Rob Minkoff,8.26,15592,7.880887496844358
루프 라페타,69000000,액션,India,Tahir Raj Bhasin,Aakash Bhatia,6.3,47,3.9915745605371695
오펀: 천사의 비밀,20000000,공포,Canada,Peter Sarsgaard,Jaume Collet-Serra,6.962,4213,6.166164267441268
컨저링 2,40000000,공포,United States of America,Vera Farmiga,James Wan,7.28,6954,6.686267077345782
토이 스토리,30000000,애니메이션,United States of America,Tim Allen,John Lasseter,7.964,15697,7.612895120966371
컨저링,13000000,공포,United States of America,Patrick Wilson,James Wan,7.532,9601,7.046051103914817
캐시트럭,40000000,액션,United Kingdom,Holt McCallany,Guy Ritchie,7.714,3813,6.646667560083411
해리 포터와 불사조 기사단,150000000,모험,United Kingdom,Rupert Grint,David Yates,7.694,16637,7.38332013525218
슈렉,60000000,애니메이션,United States of America,Eddie Murphy,Vicky Jenson,7.7,14166,7.339719642844044
스파이더맨: 홈커밍,175000000,액션,United States of America,Michael Keaton,Jon Watts,7.363,18945,7.111569787599257
이클립스,68000000,모험,United States of America,Kristen Stewart,David Slade,6.225,7624,5.847569373387451
더 퍼지: 포에버,18000000,공포,United States of America,Tenoch Huerta,Everardo Gout,7.185,1847,5.72558557454383
그것: 두 번째 이야기,79000000,공포,United States of America,James McAvoy,Andy Muschietti,6.877,7116,6.364289590888134
빅 히어로,165000000,모험,United States of America,Ryan Potter,Don Hall,7.747,13846,7.3746312570710675
스파이더맨: 파 프롬 홈,160000000,액션,United States of America,Samuel L. Jackson,Jon Watts,7.495,12949,7.125536498207123
브레이킹 던 Part 2,120000000,모험,United States of America,Kristen Stewart,Bill Condon,6.479,7786,6.067315082129942
어메이징 스파이더맨,215000000,액션,United States of America,Emma Stone,Marc Webb,6.672,15160,6.42533007377021
"안녕, 시네마 천국",2000000,드라마,France,Bhavin Rabari,Pan Nalin,5.0,4,3.921744078631097
올드,18000000,스릴러,China,Vicky Krieps,M. Night Shyamalan,6.518,2938,5.642644323987786
골드,6500000,스릴러,Australia,Anthony Hayes,Anthony Hayes,6.348,343,4.3729262548336285
나의 히어로 아카데미아 더 무비: 두 명의 히어로,12000000,애니메이션,Japan,Kenta Miyake,Kenji Nagasaki,7.957,785,5.311047805283852
할로윈 킬즈,20000000,공포,United Kingdom,Judy Greer,David Gordon Green,6.661,1864,5.441931630059221
안녕 알베르토,45223,애니메이션,United States of America,Jack Dylan Grazer,McKenna Jean Harris,7.5,515,4.837809177582377
나이트메어 앨리,60000000,범죄,United States of America,Cate Blanchett,Guillermo del Toro,7.033,1882,5.655938689142079
언디스퓨티드 3:  리뎀션,3000000,액션,United States of America,Mykel Shannon Jenkins,Isaac Florentine,7.559,658,5.032937905012838
탑 건,15000000,액션,United States of America,Kelly McGillis,Tony Scott,7.01,6177,6.408638076241036
스네이크 아이즈: 지.아이.조,88000000,액션,Canada,Andrew Koji,Robert Schwentke,6.652,1191,5.132140264741024
핀치,2500000,SF,India,Caleb Landry Jones,Miguel Sapochnik,8.046,2472,6.492631772635566
토르: 다크 월드,170000000,액션,United States of America,Natalie Portman,Alan Taylor,6.574,15175,6.336324542726277
듀얼: 나를 죽여라,4500000,SF,Canada,Aaron Paul,Riley Stearns,6.195,105,4.068511442491926
데드풀 2,110000000,액션,United States of America,Josh Brolin,David Leitch,7.498,14955,7.173327073714405
맨 인 더 다크 2,10000000,스릴러,United States of America,Brendan Sexton III,Rodo Sayagues,7.297,1777,5.75521749042025
겨울왕국 2,150000000,가족,United States of America,Kristen Bell,Jennifer Lee,7.301,8341,6.787830642597154
찰리와 초콜릿 공장,150000000,모험,Australia,Freddie Highmore,Tim Burton,7.031,12822,6.706621135417998
토이 스토리 2,90000000,애니메이션,United States of America,Tim Allen,John Lasseter,7.577,11834,7.167442445991314
타이타닉,200000000,드라마,United States of America,Leonardo DiCaprio,James Cameron,7.877,21378,7.618786732872858
몬스터 헌터,60000000,액션,Germany,Tony Jaa,Paul W. S. Anderson,6.75,2661,5.732912512480366
아이언맨 2,200000000,모험,United States of America,Gwyneth Paltrow,Jon Favreau,6.833,18256,6.61283853638902
호빗: 다섯 군대 전투,250000000,액션,New Zealand,Martin Freeman,Peter Jackson,7.298,12181,6.92927989672377
007 노 타임 투 다이,250000000,모험,United Kingdom,Léa Seydoux,Cary Joji Fukunaga,7.46,4423,6.566807220508593
라푼젤,260000000,애니메이션,United States of America,Zachary Levi,Nathan Greno,7.58,9573,7.086349323618687
그레이의 50가지 그림자,40000000,드라마,United States of America,Jamie Dornan,Sam Taylor-Johnson,5.899,10368,5.649904113174173
355,75000000,액션,China,Lupita Nyong'o,Simon Kinberg,6.122,557,4.517773644082541
아이스 에이지,59000000,애니메이션,United States of America,Lupita Nyong'o,Chris Wedge,7.335,11308,6.936819255572392
풀타임,3000000,드라마,France,Anne Suarez,Eric Gravel,7.341,63,4.057504904384047
50가지 그림자: 해방,55000000,드라마,United States of America,Jamie Dornan,James Foley,6.699,6978,6.209289927055512
수퍼 소닉,85000000,액션,Japan,Ben Schwartz,Jeff Fowler,7.384,8226,6.852015382140534
그리스,6000000,로맨스,United States of America,Olivia Newton-John,Randal Kleiser,7.4,6195,6.724352019670053
브레이킹 던 Part 1,110000000,모험,United States of America,Kristen Stewart,Bill Condon,6.205,7659,5.832273686831396
트와일라잇,37000000,판타지,United States of America,Kristen Stewart,Catherine Hardwicke,6.3,11712,6.0309491966953646
가디언즈 오브 갤럭시 Vol. 2,200000000,모험,United States of America,Zoe Saldaña,James Gunn,7.633,18609,7.357326909268794
톰과 제리,50000000,코미디,United States of America,Michael Peña,Tim Story,6.98,2061,5.694571744819458
캡틴 아메리카: 시빌 워,250000000,모험,United States of America,Robert Downey Jr.,Joe Russo,7.4,20142,7.159929721430351
조커,55000000,범죄,Canada,Robert De Niro,Todd Phillips,8.173,21045,7.891376297332432
아바타: 물의 길,250000000,SF,United States of America,Zoe Saldaña,James Cameron,0.0,0,0.0
아바,3000000,드라마,France,Juan Cano,Léa Mysius,6.2,155,4.133540739718045
원더 우먼 1984,200000000,액션,United States of America,Chris Pine,Patty Jenkins,6.55,7006,6.088062667952157
인어공주,40000000,애니메이션,United States of America,Samuel E. Wright,John Musker,7.355,6558,6.718159454781615
노바디,17000000,액션,United States of America,Connie Nielsen,Ilya Naishuller,8.139,4900,7.153976727675648
라따뚜이,150000000,애니메이션,United States of America,Ian Holm,Brad Bird,7.782,14216,7.415078087586592
더 울프 오브 월 스트리트,100000000,범죄,United States of America,Jonah Hill,Martin Scorsese,8.03,20156,7.746666394214788
슈렉 2,150000000,애니메이션,United States of America,Eddie Murphy,Conrad Vernon,7.191,10169,6.772350209946504
소울,150000000,애니메이션,United States of America,Tina Fey,Pete Docter,8.179,8271,7.527978105085694
인터스텔라,165000000,모험,United Kingdom,Anne Hathaway,Christopher Nolan,8.373,29080,8.155633198844681
리얼 스틸,110000000,액션,United States of America,Dakota Goyo,Shawn Levy,6.936,6842,6.395870729036388
퓨리,68000000,전쟁,United Kingdom,Logan Lerman,David Ayer,7.501,10117,7.040634815847324
19곰 테드2,68000000,코미디,United States of America,Seth MacFarlane,Seth MacFarlane,6.27,6296,5.819589209317509
어메이징 스파이더맨 2,200000000,액션,United States of America,Emma Stone,Marc Webb,6.482,11248,6.181836583007027
신데렐라,2900000,가족,United States of America,Eleanor Audley,Clyde Geronimi,7.036,5754,6.394178658055643
토이 스토리 4,175000000,가족,United States of America,Tim Allen,Josh Cooley,7.558,8205,6.998092201201944
겨울왕국,150000000,애니메이션,United States of America,Idina Menzel,Jennifer Lee,7.256,14458,6.943846701231429
닥터 스트레인지,165000000,액션,United States of America,Teodora Duhovnikova,Scott Derrickson,7.43,19489,7.180324617174434
캐리비안의 해적: 블랙펄의 저주,140000000,모험,United States of America,Orlando Bloom,Gore Verbinski,7.778,17787,7.479351853313455
노잉,50000000,액션,United Kingdom,Rose Byrne,Alex Proyas,6.147,4465,5.588951183034846
캐리비안의 해적: 세상의 끝에서,300000000,모험,United States of America,Orlando Bloom,Gore Verbinski,7.231,12314,6.8730723397141125
페어런트 트랩,15000000,코미디,United States of America,Dennis Quaid,Nancy Meyers,7.136,3376,6.149999218368023
유령 신부,40000000,로맨스,United States of America,Helena Bonham Carter,Mike Johnson,7.484,7304,6.879290482925091
겟 아웃,4500000,미스터리,United States of America,Allison Williams,Jordan Peele,7.602,14445,7.257201186822017
트랜스포머: 사라진 시대,210000000,SF,United States of America,Stanley Tucci,Michael Bay,5.89,6833,5.536744039256362
인크레더블 헐크,150000000,SF,United States of America,Liv Tyler,Louis Leterrier,6.2,10007,5.904030413820292
아미나: 전사의 이름,250000,전쟁,Nigeria,Ali Nuhu,Izu Ojukwu,6.4,115,4.096415317242024
뮬란,90000000,애니메이션,United States of America,Eddie Murphy,Barry Cook,7.927,8184,7.308980607663869
퍼시 잭슨과 번개도둑,95000000,모험,United States of America,Brandon T. Jackson,Chris Columbus,6.204,6465,5.775530749138489
캐리비안의 해적: 망자의 함,200000000,모험,United States of America,Orlando Bloom,Gore Verbinski,7.327,13721,6.992761241143646
슈퍼배드,69000000,가족,United States of America,Miranda Cosgrove,Chris Renaud,7.222,13318,6.889243732154154
헝거게임: 모킹제이,125000000,SF,United States of America,Josh Hutcherson,Francis Lawrence,6.794,13741,6.512403040081512
쥬라기 월드,150000000,액션,United States of America,Bryce Dallas Howard,Colin Trevorrow,6.7,18332,6.4906921021311
다 큰 녀석들 2,80000000,코미디,United States of America,Kevin James,Dennis Dugan,6.1,3528,5.451756798474038
닌자터틀,125000000,SF,United States of America,Will Arnett,Jonathan Liebesman,5.892,5960,5.496959445370918
프로젝트 X,12000000,코미디,United States of America,Oliver Cooper,Nima Nourizadeh,6.786,5288,6.155077948925927
무서운 영화,19000000,코미디,United States of America,Jon Abrahams,Keenen Ivory Wayans,6.311,5653,5.811493811901919
반지의 제왕: 반지 원정대,93000000,모험,New Zealand,Ian McKellen,Peter Jackson,8.385,21298,8.092624153104142
미 비포 유,20000000,드라마,United States of America,Sam Claflin,Thea Sharrock,7.896,10362,7.3954349118027265
뉴 문,50000000,모험,United States of America,Kristen Stewart,Chris Weitz,6.015,8001,5.685562823079072
월드워Z,200000000,액션,United States of America,Mireille Enos,Marc Forster,6.798,13285,6.507309413952992
"나니아 연대기: 사자, 마녀 그리고 옷장",180000000,모험,United Kingdom,Georgie Henley,Andrew Adamson,7.101,8758,6.637819208373895
포르노의 막이 내린 후에 2,500000,다큐멘터리,United States of America,Maddie Ziegler,Bryce Wagoner,5.4,199,4.093163349228587
블레이드 퍼피 워리어,45000000,가족,China,Samuel L. Jackson,Mark Koetsier,6.69,63,4.031128987160577
마크맨,23000000,액션,United States of America,Katheryn Winnick,Robert Lorenz,6.945,1238,5.291179371458703
히든 피겨스,25000000,드라마,United States of America,Octavia Spencer,Theodore Melfi,8.062,8003,7.410986873005587
뮬란,200000000,모험,China,Tzi Ma,Niki Caro,6.944,5766,6.322151325438172
잭애스 포에버,10000000,코미디,United States of America,Steve-O,Jeff Tremaine,6.951,459,4.632229589122211
니모를 찾아서,94000000,애니메이션,United States of America,Ellen DeGeneres,Andrew Stanton,7.823,16679,7.502446576321132
슈퍼배드 2,76000000,애니메이션,United States of America,Kristen Wiig,Chris Renaud,6.911,9898,6.519065838580321
리전,26000000,공포,United States of America,Dennis Quaid,Scott Stewart,5.789,2143,5.021408753149381
아이언맨,140000000,액션,United States of America,Terrence Howard,Jon Favreau,7.63,23118,7.405017229097411
라스트 듀얼: 최후의 결투,100000000,액션,United Kingdom,Adam Driver,Ridley Scott,7.522,2329,6.115099749391747
존 카터: 바숨 전쟁의 서막,250000000,액션,United States of America,Lynn Collins,Andrew Stanton,6.251,4823,5.7000169009654575
잃어버린 세계를 찾아서 2: 신비의 섬,79000000,모험,United States of America,Josh Hutcherson,Brad Peyton,6.121,3612,5.477286957264779
모범시민,53000000,드라마,United States of America,Gerard Butler,F. Gary Gray,7.336,4112,6.426250614304521
라이온 킹,260000000,모험,United States of America,John Oliver,Jon Favreau,7.142,8582,6.664654999420499
스파이더맨,139000000,판타지,United States of America,Willem Dafoe,Sam Raimi,7.246,16047,6.962977935448569
카 3: 새로운 도전,175000000,애니메이션,United States of America,Cristela Alonzo,Brian Fee,6.848,4639,6.135203282466504
Die Schule der magischen Tiere,11700000,가족,Austria,Emilia Maier,Gregor Schnitzler,6.0,26,3.954500044896621
프로메테우스,130000000,SF,United Kingdom,Michael Fassbender,Ridley Scott,6.501,10399,6.177021342553552
인크레더블,92000000,액션,United States of America,Holly Hunter,Brad Bird,7.698,15437,7.364945221293527
트리플 엑스 리턴즈,85000000,액션,Canada,Donnie Yen,D. J. Caruso,5.956,6540,5.577597924502493
수리아반시,13000000,액션,India,Katrina Kaif,Rohit Shetty,5.7,114,4.045290415896614
진삼국무쌍,38504400,액션,Hong Kong,Nick Wang,Roy Chow Hin-Yeung,6.4,92,4.062965560279125
행오버,35000000,코미디,Germany,Ed Helms,Todd Phillips,7.303,14696,6.991104377568008
스카페이스,25000000,액션,United States of America,Steven Bauer,Brian De Palma,8.164,9485,7.587016918309301
블랙 팬서,200000000,액션,United States of America,Michael B. Jordan,Ryan Coogler,7.396,19387,7.147534406073173
Jeepers Creepers: Reborn,20000000,공포,Finland,Imran Adams,Timo Vuorensola,0.0,0,0.0
지퍼스 크리퍼스,10000000,공포,Germany,Justin Long,Victor Salva,6.413,2333,5.440143122951337
퍼시픽 림,180000000,액션,United States of America,Rinko Kikuchi,Guillermo del Toro,6.8,10725,6.448152388532471
에이리언: 커버넌트,97000000,공포,United Kingdom,Katherine Waterston,Ridley Scott,6.054,7209,5.687888635361543
화이트 칙스,37000000,코미디,United States of America,Marlon Wayans,Keenen Ivory Wayans,6.9,3008,5.911610260960743
19곰 테드,50000000,코미디,United States of America,Mila Kunis,Seth MacFarlane,6.383,10769,6.083156615586913
메리 미,23000000,로맨스,China,Owen Wilson,Kat Coiro,6.967,508,4.693105254370137
캐리비안의 해적: 죽은 자는 말이 없다,230000000,모험,United States of America,Javier Bardem,Espen Sandberg,6.64,10378,6.297977160761787
쥬라기 월드: 폴른 킹덤,170000000,액션,United States of America,Bryce Dallas Howard,J. A. Bayona,6.6,10126,6.255695163664497
테이큰 3,48000000,스릴러,France,Forest Whitaker,Olivier Megaton,6.223,4967,5.690768568766402
스피릿,30000000,애니메이션,United States of America,Jake Gyllenhaal,Elaine Bogan,7.4,401,4.656298121475215
미녀와 야수,25000000,로맨스,United States of America,Robby Benson,Kirk Wise,7.738,8555,7.170867944336491
업,175000000,애니메이션,United States of America,Christopher Plummer,Pete Docter,7.939,17452,7.622390983571788
닌자 어쌔신,40000000,액션,Germany,Naomie Harris,James McTeigue,6.5,1189,5.063594292731517
존 윅: 리로드,40000000,액션,United States of America,Common,Chad Stahelski,7.278,10409,6.8568862927586895
호빗: 뜻밖의 여정,250000000,모험,New Zealand,Martin Freeman,Peter Jackson,7.313,16165,7.026208117385436
토이 스토리 3,200000000,애니메이션,United States of America,Tim Allen,Lee Unkrich,7.794,12721,7.387223454693449
씽,75000000,애니메이션,United States of America,Reese Witherspoon,Garth Jennings,7.108,6893,6.540551838415627
더 넌,22000000,공포,United States of America,Taissa Farmiga,Corin Hardy,5.844,5325,5.422666483410829
