title,budget,genres,country,main_charactor,director,vote_average,vote_count
{252838: 'The Wedding Ringer'},23000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{54415: 'Josh Gad'},{59027: 'Jeremy Garelick'},6.466,1390
{10999: 'Commando'},10000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{13312: 'Rae Dawn Chong'},{67753: 'Mark L. Lester'},6.623,2204
{11361: 'Halloween 5: The Revenge of Michael Myers'},3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{21320: 'Danielle Harris'},{32813: 'Dominique Othenin-Girard'},5.405,899
{417644: 'CHiPS'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{51298: 'Dax Shepard'},{51298: 'Dax Shepard'},6.127,1078
{1255: 'The Host'},11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{116180: 'Byun Hee-bong'},{21684: 'Bong Joon-ho'},6.968,2187
{238615: 'Self/less'},26000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2282: 'Ben Kingsley'},{56512: 'Tarsem Singh'},6.408,2674
{521777: 'Good Boys'},20000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2239159: 'Brady Noon'},{84416: 'Gene Stupnitsky'},6.859,1494
{343795: '90 Minutes in Heaven'},5000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7517: 'Kate Bosworth'},{41887: 'Michael Polish'},6.1,125
{1885: 'The Karate Kid'},8000000,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23915: 'Pat Morita'},{16513: 'John G. Avildsen'},7.167,3357
{38356: 'Transformers: Dark of the Moon'},195000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{236048: 'Rosie Huntington-Whiteley'},{865: 'Michael Bay'},6.147,7078
{10665: 'The Strangers'},9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{100: 'Scott Speedman'},{66074: 'Bryan Bertino'},6.118,1968
{401981: 'Red Sparrow'},69000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{33192: 'Joel Edgerton'},{10943: 'Francis Lawrence'},6.525,5232
{142: 'Brokeback Mountain'},14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{131: 'Jake Gyllenhaal'},{1614: 'Ang Lee'},7.812,5839
"{285812: ""Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five""}",33989696,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1337780: 'Byun Yo-han'},{1350920: 'Shinnosuke Yakuwa'},7.044,57
{63: 'Twelve Monkeys'},29000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{289: 'Madeleine Stowe'},{280: 'Terry Gilliam'},7.599,6993
{2024: 'The Patriot'},110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1810: 'Heath Ledger'},{6046: 'Roland Emmerich'},7.154,3202
{324668: 'Jason Bourne'},120000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CN', 'name': 'China'}]",{227454: 'Alicia Vikander'},{25598: 'Paul Greengrass'},6.3,4980
"{27022: ""The Sorcerer's Apprentice""}",150000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{449: 'Jay Baruchel'},{12962: 'Jon Turteltaub'},6.08,4321
{335778: 'Risen'},20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{22109: 'Peter Firth'},{8300: 'Kevin Reynolds'},6.101,686
{82023: 'Hotel Desire'},230758,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{213596: 'Clemens Schick'},{45689: 'Sergej Moya'},6.1,79
{227159: 'Horrible Bosses 2'},42000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{58224: 'Jason Sudeikis'},{74619: 'Sean Anders'},6.175,3624
{347969: 'The Ridiculous 6'},60000000,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{84214: 'Taylor Lautner'},{57370: 'Frank Coraci'},5.148,1168
{1995: 'Lara Croft: Tomb Raider'},115000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10127: 'Jon Voight'},{12786: 'Simon West'},5.871,5310
{363676: 'Sully'},60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6383: 'Aaron Eckhart'},{190: 'Clint Eastwood'},7.154,6136
{9100: 'The Craft'},15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19222: 'Rachel True'},{41549: 'Andrew Fleming'},6.731,1470
{472674: 'The Goldfinch'},40000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1422517: 'Oakes Fegley'},{77269: 'John Crowley'},7.261,704
"{9471: ""Charlie's Angels: Full Throttle""}",120000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{69597: 'Drew Barrymore'},{36425: 'McG'},5.453,2599
{474395: 'Teen Titans Go! To the Movies'},10000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{113916: 'Scott Menville'},{1903167: 'Peter Rida Michail'},7.366,949
{1893: 'Star Wars: Episode I - The Phantom Menace'},115000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3061: 'Ewan McGregor'},{1: 'George Lucas'},6.517,12424
{93837: 'So Undercover'},15000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12799: 'Jeremy Piven'},{56717: 'Tom Vaughan'},6.2,1019
{10294: 'Vacancy'},19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{36422: 'Luke Wilson'},{41671: 'Nimród Antal'},6.203,1136
{443791: 'Underwater'},50000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1925: 'Vincent Cassel'},{125324: 'William Eubank'},6.3,2500
{11474: 'The Warriors'},4000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1736: 'James Remar'},{1723: 'Walter Hill'},7.7,1678
{15373: 'Role Models'},28000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{22226: 'Paul Rudd'},{22214: 'David Wain'},6.463,1524
{345: 'Eyes Wide Shut'},65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2227: 'Nicole Kidman'},{240: 'Stanley Kubrick'},7.464,4887
{204082: 'Homefront'},22000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17051: 'James Franco'},{5501: 'Gary Fleder'},6.953,2901
{116149: 'Paddington'},55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{19923: 'Hugh Bonneville'},{101666: 'Paul King'},7.07,2986
{249164: 'If I Stay'},11000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{221985: 'Jamie Blackley'},{89814: 'R.J. Cutler'},7.38,3849
{207932: 'Inferno'},75000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{72855: 'Felicity Jones'},{6159: 'Ron Howard'},6.037,5558
{389: '12 Angry Men'},350000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5247: 'John Fiedler'},{39996: 'Sidney Lumet'},8.5,6578
{424277: 'Annette'},15500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",{8293: 'Marion Cotillard'},{27977: 'Leos Carax'},6.9,486
{13523: 'Sex Drive'},19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{58370: 'Amanda Crew'},{74619: 'Sean Anders'},6.294,1068
{393457: 'Fences'},24000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{19492: 'Viola Davis'},{5292: 'Denzel Washington'},6.834,2239
{397837: 'Before I Fall'},5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{934243: 'Halston Sage'},{45419: 'Ry Russo-Young'},6.982,3116
{879: 'Hook'},70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2157: 'Robin Williams'},{488: 'Steven Spielberg'},6.836,4503
{604: 'The Matrix Reloaded'},150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2975: 'Laurence Fishburne'},{9340: 'Lana Wachowski'},7.024,9203
{415842: 'American Assassin'},33000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2232: 'Michael Keaton'},{84931: 'Michael Cuesta'},6.362,2533
{570670: 'The Invisible Man'},7000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1490496: 'Eva Hache'},{2128: 'Leigh Whannell'},7.147,4676
{11045: 'Taxi'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{11669: 'Jimmy Fallon'},{20400: 'Tim Story'},5.546,829
{8413: 'Event Horizon'},60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4783: 'Sam Neill'},{4014: 'Paul W. S. Anderson'},6.5,2150
{45772: 'Gnomeo & Juliet'},36000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{5081: 'Emily Blunt'},{12079: 'Kelly Asbury'},5.842,1675
{36648: 'Blade: Trinity'},65000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10860: 'Jessica Biel'},{3893: 'David S. Goyer'},5.9,3222
{7214: 'Coach Carter'},30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10689: 'Rob Brown'},{52038: 'Thomas Carter'},7.536,2223
{346685: 'The Girl on the Train'},45000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{933238: 'Rebecca Ferguson'},{55789: 'Tate Taylor'},6.428,5070
{375588: 'Robin Hood'},100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{134: 'Jamie Foxx'},{128276: 'Otto Bathurst'},5.915,2543
{350312: 'Bāhubali 2: The Conclusion'},31000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{215910: 'Rana Daggubati'},{147021: 'S. S. Rajamouli'},7.3,540
{10591: 'The Girl Next Door'},21000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{25837: 'Elisha Cuthbert'},{65734: 'Luke Greenfield'},6.718,2835
{27582: 'The Mechanic'},40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11107: 'Ben Foster'},{12786: 'Simon West'},6.454,2651
"{7840: '10,000 BC'}",105000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",{38670: 'Camilla Belle'},{6046: 'Roland Emmerich'},5.393,2504
"{6114: ""Bram Stoker's Dracula""}",40000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1920: 'Winona Ryder'},{1776: 'Francis Ford Coppola'},7.432,4100
{35019: 'Nanny McPhee and the Big Bang'},25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{77996: 'Asa Butterfield'},{113600: 'Susanna White'},6.266,1559
{17445: 'Green Lantern: First Flight'},3500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8536: 'Victor Garber'},{74863: 'Lauren Montgomery'},6.9,338
{9273: 'Ace Ventura: When Nature Calls'},30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3547: 'Ian McNeice'},{4489: 'Steve Oedekerk'},6.307,3432
{20504: 'The Book of Eli'},80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{64: 'Gary Oldman'},{11448: 'Allen Hughes'},6.774,5182
{271718: 'Trainwreck'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19278: 'Bill Hader'},{41039: 'Judd Apatow'},5.779,2311
{4513: '30 Days of Night'},30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{27755: 'Melissa George'},{27571: 'David Slade'},6.368,2239
{327833: 'Skin Trade'},10000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{57207: 'Tony Jaa'},{49605: 'Ekachai Uekrongtham'},6.055,191
{364433: 'They Call Me Jeeg'},1900000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{509344: 'Luca Marinelli'},{1130801: 'Gabriele Mainetti'},7.453,2290
{8095: 'Cleopatra'},44000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",{35321: 'Rex Harrison'},{10601: 'Joseph L. Mankiewicz'},7.099,553
{19404: 'Dilwale Dulhania Le Jayenge'},13200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{55061: 'Kajol'},{35771: 'Aditya Chopra'},8.725,3761
{8916: 'Antz'},60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4430: 'Sharon Stone'},{52870: 'Tim Johnson'},6.1,3830
{295693: 'The Boss Baby'},125000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{884: 'Steve Buscemi'},{18864: 'Tom McGrath'},6.464,6283
{300168: 'Dragon Blade'},65000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}]",{3036: 'John Cusack'},{57832: 'Daniel Lee Yan-Kong'},6.329,459
{11887: 'High School Musical 3: Senior Year'},11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{67599: 'Vanessa Hudgens'},{65310: 'Kenny Ortega'},6.578,3127
{44826: 'Hugo'},170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2282: 'Ben Kingsley'},{1032: 'Martin Scorsese'},7.175,6258
{246355: 'Saw'},2000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{108676: 'Paul Moder'},{2127: 'James Wan'},6.989,412
{856: 'Who Framed Roger Rabbit'},70000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12826: 'Charles Fleischer'},{24: 'Robert Zemeckis'},7.502,4752
{77: 'Memento'},9000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{530: 'Carrie-Anne Moss'},{525: 'Christopher Nolan'},8.194,12490
{207: 'Dead Poets Society'},16400000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{569: 'Ethan Hawke'},{2690: 'Peter Weir'},8.322,9294
{8055: 'The Reader'},32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{5469: 'Ralph Fiennes'},{468: 'Stephen Daldry'},7.436,2491
{10225: 'Friday the 13th Part VI: Jason Lives'},3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{64199: 'Jennifer Cooke'},{63550: 'Tom McLoughlin'},6.197,879
{437109: 'The Villainess'},125000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{25004: 'Shin Ha-kyun'},{548646: 'Jung Byung-gil'},6.864,526
{25018: 'Leatherface: The Texas Chainsaw Massacre III'},2000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15070: 'Ken Foree'},{31621: 'Jeff Burr'},5.3,382
"{467012: ""Satan's Slaves""}",147983,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",{581687: 'Endy Arfian'},{121798: 'Joko Anwar'},6.723,184
{271706: 'Big Fish & Begonia'},4531653,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{1674211: 'Ji Guanlin'},{1608969: 'Zhang Chun'},7.433,360
{82390: 'The Paperboy'},12500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10297: 'Matthew McConaughey'},{20019: 'Lee Daniels'},5.6,621
{9323: 'Ghost in the Shell'},3000000,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{40451: 'Akio Otsuka'},{12180: 'Mamoru Oshii'},7.94,2598
{2309: 'Inkheart'},60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7055: 'Sienna Guillory'},{1978: 'Iain Softley'},6.299,1829
{188927: 'Star Trek Beyond'},185000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17306: 'Zachary Quinto'},{58189: 'Justin Lin'},6.778,5806
{605: 'The Matrix Revolutions'},150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2975: 'Laurence Fishburne'},{9340: 'Lana Wachowski'},6.703,8268
