title,budget,genres,country,main_charactor,director,vote_average,vote_count
{85350: 'Boyhood'},4000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4687: 'Patricia Arquette'},{564: 'Richard Linklater'},7.509,4504
{10426: 'Friday After Next'},20000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{51944: 'Mike Epps'},{65133: 'Marcus Raboy'},6.2,316
{2067: 'Mission to Mars'},90000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{504: 'Tim Robbins'},{1150: 'Brian De Palma'},5.994,1143
{49494: 'The Eagle'},25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2983: 'Mark Strong'},{17350: 'Kevin Macdonald'},6.2,1099
{452: 'The Idiots'},2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",{6121: 'Jens Albinus'},{42: 'Lars von Trier'},6.458,414
{471968: 'The Last Warrior'},8250000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{1309706: 'Mila Syvatska'},{115122: 'Dmitriy Dyachenko'},6.952,124
{4688: 'Across the Universe'},45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{38941: 'Jim Sturgess'},{16391: 'Julie Taymor'},7.163,1141
{535: 'Flashdance'},7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8699: 'Michael Nouri'},{7270: 'Adrian Lyne'},6.5,1171
{458131: 'The Best of Enemies'},10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6807: 'Sam Rockwell'},{38270: 'Robin Bissell'},7.399,326
{332411: 'I Am Wrath'},18000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{22227: 'Christopher Meloni'},{26713: 'Chuck Russell'},5.5,548
{6520: 'First Knight'},55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1205: 'Richard Gere'},{3415: 'Jerry Zucker'},6.051,971
{40264: 'Vampires Suck'},20000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{108919: 'Chris Riggi'},{35734: 'Aaron Seltzer'},4.212,1055
{11523: 'View from the Top'},30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18979: 'Christina Applegate'},{69719: 'Bruno Barreto'},5.6,472
"{484468: ""The Wolf's Call""}",22400000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{78423: 'Omar Sy'},{2194514: 'Antonin Baudry'},7.584,1592
{17466: 'Death Warrant'},4000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{8294: 'Robert Guillaume'},{45645: 'Deran Sarafian'},6.2,430
{12113: 'Body of Lies'},70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{934: 'Russell Crowe'},{578: 'Ridley Scott'},6.619,2494
{901: 'City Lights'},1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{13852: 'Virginia Cherrill'},{13848: 'Charlie Chaplin'},8.349,1675
{426285: 'Fullmetal Alchemist'},10000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1488591: 'Atomu Mizuishi'},{70103: 'Fumihiko Sori'},5.3,440
{77495: 'Sleep Tight'},5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{34019: 'Marta Etura'},{54525: 'Jaume Balagueró'},7.097,842
{446696: 'Life Itself'},10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{59315: 'Olivia Wilde'},{15892: 'Dan Fogelman'},7.241,411
{11963: 'Three Days of the Condor'},7800000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6450: 'Faye Dunaway'},{2226: 'Sydney Pollack'},7.322,851
{21755: 'The Brothers Bloom'},20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3490: 'Adrien Brody'},{67367: 'Rian Johnson'},6.6,490
{159092: 'Hell Baby'},2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{57451: 'Leslie Bibb'},{59413: 'Ben Garant'},5.2,180
{12146: 'The Missing'},60000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2176: 'Tommy Lee Jones'},{6159: 'Ron Howard'},6.294,487
{1090: 'The Thirteenth Floor'},16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{12647: 'Armin Mueller-Stahl'},{15361: 'Josef Rusnak'},7.015,1031
{505746: 'Asphalt Burning'},8129089,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'NO', 'name': 'Norway'}]",{77976: 'Anders Baasmo Christiansen'},{142005: 'Hallvard Bræin'},5.4,104
{72207: 'The Five-Year Engagement'},30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5081: 'Emily Blunt'},{52934: 'Nicholas Stoller'},5.83,1149
{199: 'Star Trek: First Contact'},46000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2388: 'Jonathan Frakes'},{2388: 'Jonathan Frakes'},7.3,1422
{455043: 'God of War'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{62410: 'Sammo Hung'},{64901: 'Gordon Chan'},5.8,54
"{11982: ""Look Who's Talking Now!""}",22000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1796: 'Kirstie Alley'},{19305: 'Tom Ropelewski'},5.4,848
{903: 'Cool Hand Luke'},3200000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12950: 'George Kennedy'},{13859: 'Stuart Rosenberg'},7.762,1082
{497814: 'Breaking In'},6000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17773: 'Gabrielle Union'},{11266: 'James McTeigue'},6.0,579
{3090: 'The Treasure of the Sierra Madre'},3800000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19020: 'Walter Huston'},{6593: 'John Huston'},8.03,906
{13335: 'Harold & Kumar Escape from Guantanamo Bay'},12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53493: 'Kal Penn'},{68844: 'Hayden Schlossberg'},6.267,1200
{21661: 'Air Bud: Golden Receiver'},11000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{29370: 'Gregory Harrison'},{87767: 'Richard Martin'},5.0,134
{409: 'The English Patient'},27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1137: 'Juliette Binoche'},{2239: 'Anthony Minghella'},7.2,1711
{11870: 'Big Fat Liar'},15000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{13242: 'Paul Giamatti'},{17825: 'Shawn Levy'},5.8,681
"{76535: ""Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer""}",500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{463536: 'Jessica Manuel'},{579280: 'Leythum'},6.94,323
{286554: 'Two Night Stand'},1645000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{996701: 'Miles Teller'},{1368144: 'Max Nichols'},6.435,1657
{586101: 'Music'},16000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1254614: 'Leslie Odom Jr.'},{1136517: 'Sia'},5.659,110
{10110: 'Empire of the Sun'},35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{6949: 'John Malkovich'},{488: 'Steven Spielberg'},7.516,1530
{49526: 'Premium Rush'},35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{335: 'Michael Shannon'},{508: 'David Koepp'},6.3,1789
{9599: 'The Blob'},19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2138: 'Shawnee Smith'},{26713: 'Chuck Russell'},6.702,655
{241848: 'The Guest'},5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1094091: 'Maika Monroe'},{98631: 'Adam Wingard'},6.616,1604
{9009: 'Dark Water'},30000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4764: 'John C. Reilly'},{8574: 'Walter Salles'},5.575,824
{6644: 'El Dorado'},4653000,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10158: 'Robert Mitchum'},{11435: 'Howard Hawks'},7.4,392
"{11418: ""National Lampoon's European Vacation""}",17000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{821: ""Beverly D'Angelo""}",{57434: 'Amy Heckerling'},6.2,672
{340176: 'Tag'},1250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1255100: 'Mariko Shinoda'},{67075: 'Sion Sono'},6.689,257
{275601: 'Ricki and the Flash'},18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8945: 'Kevin Kline'},{16294: 'Jonathan Demme'},5.8,636
{11426: 'From Here to Eternity'},1650000,"[{'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12151: 'Montgomery Clift'},{4065: 'Fred Zinnemann'},7.353,486
{10571: 'Boys and Girls'},16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4174: 'Claire Forlani'},{64815: 'Robert Iscove'},5.942,338
{504: 'Monster'},8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6886: 'Christina Ricci'},{6884: 'Patty Jenkins'},7.248,1877
{13496: 'American Outlaws'},35000000,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1894: 'Scott Caan'},{56911: 'Les Mayfield'},5.968,185
{2259: 'The House of the Spirits'},25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{515: 'Glenn Close'},{19684: 'Bille August'},6.87,558
{5968: 'The Woman in Red'},9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{28164: 'Charles Grodin'},{3460: 'Gene Wilder'},6.239,400
{844: '2046'},12000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{643: 'Gong Li'},{12453: 'Wong Kar-wai'},7.211,660
{1007612: 'Spider-Man : Lotus'},109,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3646905: 'Warden Wayne'},{3646897: 'Gavin J.Konop'},0.0,0
{468816: 'The Rising Hawk'},2900000,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'UA', 'name': 'Ukraine'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2478: 'Tommy Flanagan'},{1272703: 'Akhtem Seitablaiev'},5.984,95
{399790: 'Churchill'},10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{8436: 'Miranda Richardson'},{97942: 'Jonathan Teplitzky'},6.1,260
{1005501: '8'},89,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{3639941: 'Rob Bermudez'},{3639918: 'Abel Cipriano García'},5.5,2
{582: 'The Lives of Others'},2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{8196: 'Ulrich Mühe'},{8193: 'Florian Henckel von Donnersmarck'},8.048,2970
{9429: 'A Night at the Roxbury'},17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23659: 'Will Ferrell'},{58316: 'John Fortenberry'},6.555,715
{78698: 'Big Miracle'},40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{17697: 'John Krasinski'},{29009: 'Ken Kwapis'},6.641,409
{10313: 'The Men Who Stare at Goats'},24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3061: 'Ewan McGregor'},{31511: 'Grant Heslov'},5.96,1874
{10017: 'The Wraith'},2700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",{11151: 'Nick Cassavetes'},{56173: 'Mike Marvin'},6.39,336
"{29564: ""Smokin' Aces 2: Assassins' Ball""}",8000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",{59671: 'Clayne Crawford'},{64190: 'P.J. Pesce'},5.454,218
{779029: 'The Battle at Lake Changjin'},200000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{2223265: 'Jackson Yee'},{81220: 'Dante Lam'},6.4,36
{6972: 'Australia'},130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{6968: 'Hugh Jackman'},{6201: 'Baz Luhrmann'},6.576,1977
{143: 'All Quiet on the Western Front'},1448864,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2007: 'Lew Ayres'},{2000: 'Lewis Milestone'},7.779,551
{3082: 'Modern Times'},1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{14027: 'Paulette Goddard'},{13848: 'Charlie Chaplin'},8.32,3012
{229: 'The Bride of Frankenstein'},393750,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2923: 'Colin Clive'},{2917: 'James Whale'},7.575,691
{12481: 'The Big Boss'},100000,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{70332: 'Maria Yi'},{70334: 'Lo Wei'},7.2,557
{5156: 'Bicycle Thieves'},133000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{42417: 'Enzo Staiola'},{12329: 'Vittorio De Sica'},8.252,1884
{4858: 'The Invasion'},80000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",{8784: 'Daniel Craig'},{7832: 'Oliver Hirschbiegel'},5.969,1210
{76640: 'The Last Stand'},30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9656: 'Johnny Knoxville'},{69081: 'Kim Jee-woon'},5.985,2363
{115210: 'Stitches'},100000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",{446476: 'Tommy Knight'},{78545: 'Conor McMahon'},6.366,340
{49517: 'Tinker Tailor Soldier Spy'},30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TR', 'name': 'Turkey'}]",{5472: 'Colin Firth'},{74396: 'Tomas Alfredson'},6.6,2147
{8952: 'I Love You Phillip Morris'},13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3061: 'Ewan McGregor'},{56412: 'John Requa'},6.431,1355
{2064: 'While You Were Sleeping'},17000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8984: 'Bill Pullman'},{12962: 'Jon Turteltaub'},6.942,1381
{10072: 'A Nightmare on Elm Street 3: Dream Warriors'},4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5141: 'Heather Langenkamp'},{26713: 'Chuck Russell'},6.658,1350
{401898: 'Thelma'},5741614,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",{1873695: 'Kaya Wilkins'},{71609: 'Joachim Trier'},6.846,775
{337674: 'Elle'},9804690,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",{93532: 'Laurent Lafitte'},{10491: 'Paul Verhoeven'},6.66,1559
{296098: 'Bridge of Spies'},40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",{40900: 'Mark Rylance'},{488: 'Steven Spielberg'},7.223,5993
{2069: 'The Whole Nine Yards'},41300000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{62: 'Bruce Willis'},{21217: 'Jonathan Lynn'},6.453,1507
{10647: 'Pay It Forward'},40000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9994: 'Helen Hunt'},{51984: 'Mimi Leder'},7.288,1478
{175: 'The Big Blue'},14390509,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1003: 'Jean Reno'},{59: 'Luc Besson'},7.465,1176
{283587: 'Beasts of No Nation'},6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'GH', 'name': 'Ghana'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{17605: 'Idris Elba'},{87257: 'Cary Joji Fukunaga'},7.577,1433
{13490: 'Welcome Home Roscoe Jenkins'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15152: 'James Earl Jones'},{72024: 'Malcolm D. Lee'},6.1,222
"{11974: ""The 'Burbs""}",18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6905: 'Bruce Dern'},{4600: 'Joe Dante'},6.7,958
{2099: 'Raw Deal'},8500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{21519: 'Kathryn Harrold'},{17784: 'John Irvin'},5.8,617
{53024: 'Elvis - Aloha from Hawaii'},2,"[{'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1435585: 'Nancy Gutiérrez'},{1248900: 'Marty Pasetta'},7.8,18
{9395: 'Above the Law'},7500000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2230: 'Pam Grier'},{12989: 'Andrew Davis'},6.108,530
