액션,모험,판타지,SF,드라마,공포,스릴러,미스터리,로맨스,title,budget,charactor,director,vote_weight
0,0,0,0,1,0,0,0,0,14574,0.03289473684210526,0.06147349601922726,0.015163301842634985,0
0,1,0,1,0,0,0,0,0,105,0.05,0.0002912058306975367,6.580937163840931e-06,0
0,0,0,1,0,0,1,1,0,51876,0.07105263157894737,0.0001041979431874425,0.004751710838008312,0
0,0,0,0,1,0,1,0,0,146233,0.12105263157894737,3.5920869888302546e-05,0.03768326881729865,0
0,0,0,0,0,1,1,0,0,11187,0.034210526315789476,0.01878140505442286,0.007945384802477284,0
1,0,1,0,0,0,1,0,0,23629,0.21578947368421053,0.010216882534642388,0.00417258836759031,0
1,0,1,0,0,0,0,0,0,43074,0.37894736842105264,0.01126736232504,0.03202859855926833,0
0,0,0,0,1,0,1,1,0,210577,0.16052631578947368,0.002983900046751972,0.0020474940751000095,0
0,0,0,0,1,0,0,0,0,240,0.034210526315789476,0.0008464711858411448,0.0004869893501242289,0
1,0,0,0,1,0,1,0,0,8982,0.015789473684210527,0.015686726141755817,0.01568840578716646,1
1,1,0,0,0,0,0,0,0,652,0.4605263157894737,3.125938295623275e-05,0.001434370096002163,0
0,0,1,0,0,0,0,0,0,10439,0.07368421052631578,0.00014258665909860552,0.017908375257102135,0
1,0,0,0,0,0,0,0,0,134374,0.06578947368421052,0.00518741234005273,0.00023718794361343357,0
1,1,0,1,0,0,0,0,0,100402,0.4473684210526316,0.00034138536649569977,0.005284492542564268,0
1,1,1,0,0,0,0,0,0,293167,0.4868421052631579,0.000611751608555748,0.06486034565824042,0
1,1,0,0,0,0,1,0,0,1369,0.11578947368421053,0.004539191451381376,0.004542491877341202,0
1,1,1,0,0,0,0,0,0,81188,0.3815789473684211,0.002042005481360222,0.04140698242917198,0
1,1,0,0,0,0,1,0,0,76163,0.2631578947368421,0.0002676241909235365,0.003505994274036256,0
0,0,0,0,0,0,0,0,0,296099,0.08157894736842106,0.005204138851985451,0.33910444961840164,0
1,0,0,0,1,0,0,0,0,53182,0.2894736842105263,0.0029921262001615066,0.0216386698061393,0
0,0,0,0,1,0,1,0,0,602269,0.07894736842105263,0.004891270817309472,0.014818076847248497,0
1,0,0,1,0,0,0,0,0,42684,0.02631578947368421,0.03527045535872198,0.0016556541081363142,0
1,0,1,0,0,1,1,0,0,346672,0.09210526315789473,0.16096388581550658,0.11030528144885912,0
0,0,0,0,0,1,0,1,0,270303,0.005263157894736842,0.03639030904287334,0.15326152616868532,0
0,1,0,0,0,0,0,0,1,10530,0.14473684210526316,0.0006748187846955158,0.017968974720152502,0
1,1,0,0,0,0,1,0,0,8961,0.34210526315789475,0.021395950813086713,0.00023718794361343357,0
1,0,0,0,0,0,1,0,0,449443,0.07894736842105263,0.025395232395688947,0.015045119179401009,0
1,0,0,1,0,0,1,0,0,218,0.016842105263157894,0.0007436442682219581,0.0007430974880837051,0
0,0,0,1,0,0,1,1,0,37686,0.13157894736842105,0.004949402301403519,0.004207412493415635,0
1,0,0,0,0,0,0,0,0,522627,0.05789473684210526,0.015455571230947885,0.0002621406636929971,0
0,0,0,1,0,0,1,0,0,8645,0.15789473684210525,0.0031983284456271826,0.0031846251758686907,0
1,0,0,1,0,1,0,0,0,523931,0.00034257368421052633,0.5119181881622911,0.057781999327099175,1
0,1,0,0,0,0,0,0,0,5559,0.39473684210526316,0.00250541212343069,0.012096310918569952,0
0,0,0,0,1,0,0,0,1,19913,0.019736842105263157,0.0031983284456271826,0.024059357859572125,0
1,0,0,1,0,0,0,0,0,137113,0.46842105263157896,0.0013932361824615666,0.0032065616330814936,0
0,0,0,0,0,0,0,0,0,13700,0.2894736842105263,0.0014557549483740322,0.022120449247675488,0
0,0,0,0,0,0,0,0,0,22794,0.2631578947368421,0.00048589146138986345,0.042575098775753745,0
0,0,0,0,0,1,0,0,0,11811,0.002368421052631579,0.0012314551654073796,0.019347406850262018,1
0,1,0,0,0,0,0,0,0,313297,0.15789473684210525,0.0018879022074882673,0.28343575373804086,0
1,0,0,1,0,0,1,0,0,87421,0.1,0.0339682552739926,0.007743295190404335,0
0,1,0,0,0,0,0,0,0,44896,0.35526315789473684,0.014491191846236741,0.0004672465386327061,0
0,0,1,0,0,0,0,0,0,10830,0.09473684210526316,0.0001420382488713032,0.00014203856045290008,0
1,0,0,1,0,0,1,0,0,44571,0.031578947368421054,0.005770646616788756,0.017796225119601678,1
0,1,1,1,0,0,0,0,0,70160,0.19736842105263158,0.007670065439050373,0.00657106575809517,0
0,1,0,0,1,0,0,0,0,281957,0.35526315789473684,0.0006920937068555391,6.114787448068866e-05,0
1,1,1,0,0,0,0,0,0,68735,0.42105263157894735,0.014492014461577694,0.022443737785849176,0
0,0,0,0,1,1,1,0,0,9539,0.017105263157894738,0.005538120680412569,0.016345676886405074,0
1,1,1,0,0,0,0,0,0,23047,0.10526315789473684,0.0006504145295805621,0.01604048592543195,0
1,0,0,1,1,0,1,0,0,61791,0.24473684210526317,0.00036551541649700226,0.021211731507635122,0
1,0,0,0,0,0,1,1,0,291805,0.23684210526315788,2.8243126706069943e-05,0.014946130916228234,0
0,0,0,0,0,0,0,0,1,114,0.03684210526315789,0.00033014295683600204,0.0003293210639072066,0
1,0,1,0,0,0,0,1,0,530254,0.014473684210526316,0.35508081510212086,0.15293439875049938,1
1,0,0,0,0,0,1,0,0,265208,0.07894736842105263,0.0031986026507408337,0.003505994274036256,0
1,1,1,0,0,0,0,0,0,37430,0.23684210526315788,0.008979394856734683,0.00820478340901868,0
1,0,0,0,1,0,0,0,0,579974,0.18421052631578946,0.040314458424335155,0.04031399844854407,1
0,0,0,0,1,0,0,0,0,244786,0.008684210526315789,0.005209622954258474,0.03742770909076949,0
0,1,1,0,1,0,0,0,0,34584,0.07105263157894737,0.008091244493618562,0.001434370096002163,0
0,0,0,0,0,0,0,0,0,9078,0.007894736842105263,0.003333785771770858,0.015715826358682464,0
0,0,0,0,0,0,0,0,0,8275,0.039473684210526314,0.00739640873562651,0.014970809430592638,0
1,0,0,0,0,0,1,0,0,522931,0.18421052631578946,0.000611751608555748,0.03922759540507999,0
0,0,1,0,0,0,0,0,1,854,0.060526315789473685,0.0019032576938527326,0.007324857269070117,0
0,1,0,0,1,0,0,0,0,314095,0.07894736842105263,0.003095227322894345,0.005637943709405558,0
0,1,1,0,0,0,0,0,0,5255,0.4342105263157895,0.011595311640966792,6.580937163840931e-06,0
0,1,0,0,1,0,0,0,0,87827,0.3157894736842105,0.021057033292613873,0.0004425680242683026,0
1,0,0,0,0,0,0,0,0,187017,0.13157894736842105,0.010604334360231484,0.042575098775753745,0
0,1,0,1,0,0,0,0,0,39513,0.10526315789473684,0.0030458704024371353,0.015008101407854404,0
0,1,0,0,1,0,0,0,0,399360,0.13421052631578947,0.031123651424975425,0.0031388328214369643,0
1,0,0,0,0,0,1,0,0,55846,0.04151302105263158,0.004082091526924886,0.03274180762439959,0
0,0,0,0,1,0,0,0,0,1374,0.08157894736842106,0.0008483906216367029,0.004519732802982919,0
1,1,0,0,0,0,1,0,0,37724,0.5263157894736842,0.0014557549483740322,1.0694022891241513e-05,0
1,1,0,0,0,0,0,0,0,20662,0.5263157894736842,3.071097272893042e-05,0.00015849090336250243,0
1,0,0,0,0,0,0,0,0,339403,0.08947368421052632,0.0005426519199156545,0.00304094138112483,0
0,1,0,0,0,0,0,0,0,772,0.04736842105263158,0.00123858449836231,0.0030066656667298254,0
0,0,0,0,0,1,1,0,0,10781,0.042105263157894736,0.018300723490192367,0.01830021522406583,0
0,1,1,0,1,0,0,0,0,381289,0.05789473684210526,0.46075754646748407,0.0014549355246391657,0
1,0,0,0,1,0,0,0,0,272,0.39473684210526316,0.0010680289176712857,0.00014395800045902037,0
0,0,0,0,1,0,0,0,1,14438,0.0013157894736842105,0.021399515479564177,0.02139901401108943,1
1,0,0,0,0,0,0,0,0,38322,0.08421052631578947,0.014625003941698508,0.016774534624915374,1
0,0,0,1,0,1,0,1,0,458305,0.010526315789473684,0.004827655230942402,0.35226988862038056,0
0,0,0,0,0,0,0,0,0,109451,0.20526315789473684,0.00048589146138986345,0.28695463568068963,0
0,1,1,0,0,0,0,0,0,241259,0.4473684210526316,0.02085878299544408,0.007185560765768817,0
0,0,1,0,0,0,0,0,1,4523,0.2236842105263158,0.005032212245726171,0.004325595156649612,0
0,0,0,0,0,0,0,0,0,756,0.006,0.1550361196685957,0.06213474084954963,0
0,0,0,0,0,0,0,0,1,19899,0.18421052631578946,0.006452594734439203,0.003484606228253773,0
1,0,0,0,0,0,0,0,0,23483,0.07368421052631578,0.015556752917885166,0.0002624148694081571,0
0,0,1,1,0,0,0,0,0,228161,0.35526315789473684,0.0360631823422875,0.014497256160511252,0
0,0,0,0,0,1,1,0,0,652004,0.005263157894736842,0.0001242149164839775,0.3883803134555212,1
0,0,0,0,1,0,0,0,0,535845,0.02631578947368421,0.00470014985309461,0.0012336515125050144,1
1,0,0,0,0,0,1,0,0,423204,0.10526315789473684,5.264738182102358e-05,0.020955349163960486,0
0,1,1,0,0,0,0,0,0,136799,0.32894736842105265,0.003320898131429253,0.03249036098359784,0
0,1,0,1,0,0,0,0,0,329,0.16578947368421051,0.0013117972637071709,0.00013381238899809892,0
1,0,0,0,0,0,1,0,0,49527,0.11052631578947368,0.0025448976597964574,0.019837138257537846,0
1,0,0,0,0,1,1,0,0,581392,0.04473684210526316,0.34133655798546986,0.25751947477540493,0
0,0,0,0,0,1,0,1,0,4232,0.03684210526315789,0.00252433227627262,0.0014094173759225993,0
1,0,0,1,0,0,1,0,0,51620,0.018421052631578946,0.017061042171375454,0.026750138542437584,1
0,0,0,0,1,0,1,0,0,37645,0.06315789473684211,0.006116419265102875,0.009842888351384752,1
0,0,0,0,0,0,0,0,1,20048,0.10526315789473684,0.0035073576087120448,0.0008349564026623182,0
1,0,0,0,0,0,1,1,0,27576,0.2894736842105263,0.006478370015122412,0.003568787382807905,0
0,0,0,0,1,0,0,0,0,372519,0.10343992368421052,0.3410579655900003,0.42470242510276546,1
0,0,0,0,0,0,0,0,0,9291,0.21578947368421053,0.0007217078591298649,0.003681485931738681,0
1,1,0,1,0,0,0,0,0,607,0.23684210526315788,0.000791904368224563,0.0014187403702380407,0
1,0,0,0,0,0,1,0,0,23631,0.05263157894736842,0.0048388976406021,0.01695880086550292,0
0,1,0,0,0,0,0,0,0,342473,0.07894736842105263,0.03369679221147795,0.4915090829272118,0
1,1,0,1,0,0,0,0,0,12279,0.1,0.004889625586627565,0.000629027910577129,0
0,0,0,0,0,1,0,0,0,13207,0.05,0.008730142408425774,0.00820478340901868,0
0,0,1,0,1,0,0,0,0,1427,0.15789473684210525,0.001252020548931217,0.00029367432093640154,0
0,0,0,0,1,0,0,0,0,857,0.18421052631578946,0.0008766337483427729,0.00013381238899809892,0
1,1,0,1,0,0,0,0,0,157350,0.2236842105263158,0.16096388581550658,0.004751710838008312,0
0,0,0,0,0,1,0,0,0,215,0.010526315789473684,0.0007348697045851208,0.0007335002880531038,0
1,1,0,1,0,0,0,0,0,320288,0.5263157894736842,0.0015163542784909396,0.0030414897925551505,0
0,1,1,0,1,0,0,0,0,278927,0.4605263157894737,0.000420082234113584,0.004189040710499913,0
1,1,0,1,0,0,0,0,0,308531,0.35526315789473684,0.005813148409404687,0.3020129167344183,0
0,0,0,0,1,0,0,0,0,11699,0.06578947368421052,0.002240255778530014,0.0018695345659611444,1
0,1,1,0,1,0,0,0,0,413518,0.03263157894736842,0.0013211202375713106,0.017541762215933163,1
0,0,0,0,1,0,0,0,0,424,0.05789473684210526,0.0006257360693519573,0.00013381238899809892,0
1,1,0,1,0,0,0,0,0,861,0.17105263157894737,0.002952640663795739,0.002876692157743967,0
1,0,0,0,0,0,0,0,0,37834,0.3078947368421053,0.0019032576938527326,0.0001003592917485742,0
0,0,0,0,0,1,1,1,0,321258,0.02631578947368421,0.004739086979233076,0.017211344329165316,0
0,1,0,0,1,0,0,0,0,10948,0.031578947368421054,0.0018799502591923837,0.029415143888078,0
1,0,0,0,0,0,0,0,0,27581,0.2631578947368421,0.0036304757047414178,0.015276000391565762,0
0,0,1,0,0,0,0,0,0,8392,0.009736842105263158,0.01526307924116477,0.0001667170748173036,0
0,0,0,0,0,1,1,0,0,424139,0.02631578947368421,0.005689756108261663,0.017587828776080047,0
0,0,0,0,0,1,0,0,0,19994,0.042105263157894736,0.01948775742718826,0.014813963761521096,0
0,0,0,0,0,1,1,0,0,9792,0.039473684210526314,0.002243820445007479,0.01625793105755386,0
1,0,0,0,0,0,1,0,0,278924,0.10526315789473684,0.015555930302544213,0.014522208880590814,0
0,0,0,0,0,1,0,1,0,72571,0.013157894736842105,0.03242283525345464,0.039012892330109676,0
0,0,0,0,0,0,0,0,1,10201,0.18421052631578946,0.0031983284456271826,0.01618526654303645,0
0,1,0,0,0,0,0,0,0,127380,0.5263157894736842,3.8388715911163025e-06,1.9194400061202718e-06,0
0,0,0,0,1,0,0,0,0,423,0.09210526315789473,0.0009572500517562152,0.000975075523109098,0
0,0,0,1,1,0,0,1,0,329865,0.12368421052631579,0.0048271068207150995,0.03768326881729865,0
1,0,0,0,1,0,1,0,0,77866,0.06578947368421052,0.0010877716858541694,0.01859471216214771,0
1,0,0,0,0,1,1,0,0,760883,0.04668296052631579,0.779929556706303,0.0013485437071570708,1
0,0,0,0,1,0,0,0,1,350,0.09210526315789473,0.001388574695529497,0.0013888519472855965,0
1,0,0,0,0,0,0,0,0,290764,0.02894736842105263,0.03841997529411926,0.15582534960543168,1
0,0,0,0,0,1,1,0,0,10066,0.10526315789473684,0.013606880354711736,0.01632099837204067,0
0,0,0,0,0,0,0,0,0,762823,0.008421052631578947,0.2930824904953652,0.266571279638553,1
0,0,0,0,0,1,1,0,0,214,0.02631578947368421,0.0005862505329861897,0.0007335002880531038,0
1,0,1,0,0,0,1,0,0,1250,0.2894736842105263,0.002240255778530014,0.004616801626149573,0
1,1,0,0,0,0,1,0,0,34544,0.2894736842105263,0.02253719249610286,0.01102937648088224,0
0,0,0,1,0,0,1,0,0,174772,0.00033075526315789474,0.0017228307290702665,0.023651613961129147,1
0,0,0,0,0,0,0,0,0,291870,0.030263157894736843,0.0001041979431874425,0.0018462270801725411,0
0,0,0,0,1,0,0,0,0,637,0.05263157894736842,0.002532284224568504,0.001321123135641067,0
1,1,0,0,0,0,0,0,0,333484,0.23684210526315788,0.020142285033473588,0.005732818886850931,0
0,1,1,0,0,0,0,0,0,10501,0.25,0.002452764741609666,0.5583552263746412,0
0,0,0,0,0,1,0,0,0,259072,0.003157894736842105,0.3566413164039096,0.28543581022441816,1
0,0,0,0,0,0,0,0,0,1267,0.39473684210526316,0.03418378049332242,0.004618172654725373,0
0,1,0,0,0,0,0,0,0,121734,0.02763157894736842,0.03138633992385324,0.29469464040251203,1
0,0,1,0,0,0,0,0,0,6477,0.15789473684210525,5.813148409404687e-05,0.013683687803631417,0
0,0,0,0,1,0,0,0,0,623135,0.03,0.2808946216037983,0.15990745008701918,1
1,0,0,0,1,0,0,0,0,531499,0.07894736842105263,0.3293581818007324,0.005420772782998807,1
0,0,0,0,1,1,1,0,0,630240,0.017368421052631578,0.0014924984336032883,0.3818130865774383,1
0,0,0,0,0,0,0,0,1,8273,0.14473684210526316,0.005921459429296897,0.014967244756295557,0
0,0,0,0,0,0,0,0,0,100042,0.10526315789473684,0.0023162105950113865,0.002028025469323647,0
1,1,0,0,0,1,0,0,0,7131,0.42105263157894735,0.0010877716858541694,0.0021319494353693015,0
0,0,0,0,1,0,0,0,0,6844,0.034210526315789476,0.003983651891124118,0.002368040556122095,1
1,0,0,0,1,0,1,0,0,793723,0.017105263157894738,0.39240671199277194,0.023153656382398517,1
0,0,0,0,1,0,0,0,0,718032,0.10526315789473684,0.7580515533034176,0.0013057676155921048,1
1,1,1,0,0,0,0,0,0,205584,0.3684210526315789,0.27896174975767124,0.005781627504149418,0
0,0,0,0,0,1,1,0,0,663,0.02631578947368421,0.009886465372692735,0.0007335002880531038,0
0,0,0,0,0,1,1,0,0,16871,0.07894736842105263,0.004122125473517956,0.0020902701666649756,0
1,1,0,0,0,0,0,0,0,57201,0.5657894736842105,0.014754154550228207,0.0004672465386327061,0
0,0,0,0,0,0,0,0,1,2770,0.07894736842105263,0.005868812047475873,0.0020315901436207275,0
0,0,0,0,0,1,1,0,0,256274,0.013157894736842105,0.05691099713318554,0.021154148307451513,0
1,1,0,0,1,0,0,0,0,290595,0.3026315789473684,0.0018879022074882673,0.3989375076948979,0
0,1,0,0,0,1,1,0,0,578,0.018421052631578946,0.0008327609301585865,0.00013381238899809892,0
0,1,0,0,0,0,0,0,0,385103,0.00023684210526315788,0.0043409411542115845,0.006494013952135199,1
0,0,0,0,0,0,0,0,0,7443,0.11842105263157894,0.0146228103007893,0.014616261440890708,0
0,0,0,0,0,0,0,0,1,454619,0.031578947368421054,0.06569241589786408,0.05423871307580115,1
0,0,0,0,1,0,1,0,0,1359,0.018421052631578946,0.0014513676665556135,0.004490941202891115,0
0,0,0,0,0,0,0,0,0,484718,0.15789473684210525,0.012337584883620495,0.014606115829429786,0
1,0,0,0,0,0,1,0,0,48340,0.07894736842105263,0.0179670158668789,0.016212687114552454,1
0,0,1,0,1,0,0,0,0,14849,0.013157894736842105,0.021210588156258526,0.005033320107477672,1
1,1,0,0,0,0,1,0,0,11968,0.13157894736842105,0.015555930302544213,0.015652210632765333,0
0,0,0,0,0,0,0,0,0,481084,0.10526315789473684,0.0018879022074882673,0.03909817030752445,0
1,1,0,1,0,0,1,0,0,95,0.3684210526315789,0.0002410262948993736,0.00023718794361343357,0
0,0,0,0,0,0,0,0,0,9757,0.02631578947368421,0.41570400106391586,0.014581437315065383,0
1,1,0,1,0,0,0,1,0,75612,0.3157894736842105,5.264738182102358e-05,0.023655727046856548,0
1,1,0,1,0,0,0,0,0,424783,0.35526315789473684,0.01547778184515363,0.28343575373804086,0
0,1,1,1,0,0,0,0,0,9016,0.3684210526315789,0.015524945124701631,0.004335466562395373,0
0,0,0,0,1,0,1,0,0,205596,0.03684210526315789,3.180779318353508e-05,0.021378448582452424,0
0,0,0,0,1,0,1,0,0,242,0.14210526315789473,0.0008478422114094005,0.0004869893501242289,0
1,0,0,0,1,0,1,0,0,524047,0.08947368421052632,0.01504892504740321,0.020955349163960486,0
0,0,0,0,1,0,0,0,1,64682,0.27631578947368424,0.000608461147191934,0.0017003496397074006,0
0,0,1,0,0,0,0,0,0,23023,0.12631578947368421,0.010745824198875485,0.004125424984582783,0
1,1,0,1,0,0,0,0,0,339964,0.4663157894736842,0.35371582204636537,1.617813719444229e-05,0
1,0,0,0,1,0,0,0,0,256040,0.0661327105263158,0.059203626088422924,0.04031399844854407,1
1,1,0,0,0,0,1,1,0,34813,0.06578947368421052,0.0023831166427422707,0.008533007650065247,0
0,1,1,0,0,0,0,0,0,630,0.007307894736842105,0.0024864919705887595,0.002481287516483191,0
0,0,0,0,0,1,1,1,0,406563,0.02631578947368421,0.01621018370371589,0.35827938107382795,0
0,0,0,0,0,0,0,0,0,257211,0.09210526315789473,0.0004971338710495612,0.0048528927469023665,0
0,0,0,0,1,0,0,0,0,544401,0.10526315789473684,0.03954476467031633,0.005284492542564268,1
0,0,0,0,0,1,1,0,0,9378,0.11052631578947368,0.0017461381637306154,0.015772586941720592,0
1,1,0,0,1,0,0,0,0,98,0.2710526315789474,0.020132413649382147,0.00015849090336250243,0
0,0,1,0,1,0,0,0,1,4922,0.39473684210526316,3.071097272893042e-05,0.0020474940751000095,0
0,0,1,0,0,0,0,0,0,9297,0.19736842105263158,0.015682064654823746,0.0156826474671481,0
1,0,0,0,1,0,1,0,0,949,0.15789473684210525,0.0001041979431874425,0.00017494324627210476,0
0,1,0,1,0,0,0,0,0,15512,0.4605263157894737,0.005285029360512544,0.017996121085953345,0
1,1,0,0,0,0,1,0,0,1368,0.039473684210526314,0.0045416592974042375,0.004536459351607682,0
1,0,0,1,1,0,1,1,0,406990,0.05263157894736842,0.2564462194655468,0.021093823050116305,0
1,0,0,0,0,0,1,0,0,345887,0.1631578947368421,0.3436777212458235,0.005732818886850931,0
1,0,0,1,0,0,0,0,0,13640,0.009210526315789473,0.002263837418304014,0.03407801207437446,1
0,0,0,0,0,1,1,0,0,460019,0.009210526315789473,0.41548381435765397,0.015101879762439136,0
0,1,0,1,0,0,0,1,0,158852,0.5,0.011357301602317581,0.001943295903339195,0
1,0,0,0,1,0,1,0,0,545609,0.17105263157894737,0.6303438120817515,0.30735252462572976,0
0,0,0,0,0,1,1,0,0,393345,0.017105263157894738,0.0003756610057020953,0.018009008754565868,1
0,0,0,0,0,0,0,0,0,14306,0.15789473684210525,0.0012314551654073796,0.0013888519472855965,0
0,0,0,0,1,0,0,0,0,406997,0.05263157894736842,0.0002432199358085829,0.005295186565455509,0
1,0,0,0,0,0,1,0,0,60747,0.17105263157894737,0.004321472591142352,0.0023812024304497767,0
0,0,0,0,1,0,0,0,1,256591,0.1318421052631579,0.06426051679437769,0.01546849280360811,0
0,0,1,0,0,0,0,0,0,62213,0.39473684210526316,0.0003180779318353508,0.0001398449147316198,0
1,0,0,1,0,0,1,0,0,64635,0.32894736842105265,0.0010877716858541694,0.0010831125748821532,0
0,0,1,0,0,0,0,0,0,252,0.007894736842105263,0.0009492981034603315,0.0009462839230172939,0
0,0,0,0,0,1,0,0,0,18009,0.005263157894736842,0.02264742295179063,0.013907439667202008,1
0,0,1,0,0,0,0,0,0,23398,0.19736842105263158,5.813148409404687e-05,0.008506958107125043,0
1,1,0,1,0,0,0,0,0,602,0.19736842105263158,0.001312071468820822,0.0016578477538575945,0
0,0,0,0,0,1,1,0,0,227348,0.013157894736842105,0.05164571054085588,0.014875111636001784,0
0,0,0,0,0,1,1,0,0,76617,0.02631578947368421,0.2892107142906108,0.026605083719117923,0
1,1,0,0,1,0,0,0,0,254,0.5447368421052632,0.019427706507298654,2.961421723728419e-05,0
0,0,0,0,1,0,1,0,0,242582,0.02236842105263158,0.003932923945098652,0.015660711009935296,0
1,0,0,1,0,1,0,0,0,703745,0.013157894736842105,0.40671665425888526,0.01626807666901478,1
1,1,0,0,0,0,0,0,1,14324,0.1,0.00044969638638790976,0.009135711811987012,1
0,0,1,0,1,0,0,0,1,162,0.05263157894736842,0.0005264738182102359,0.0001398449147316198,0
0,0,0,0,0,0,0,0,0,65759,0.34210526315789475,0.0005914604301455618,0.00565658969803644,0
1,0,0,0,0,0,1,0,0,136418,0.05263157894736842,0.010414858626698529,0.006368976146022221,0
0,0,0,0,1,0,0,0,1,4348,0.07368421052631578,0.004271018850230538,0.0100326387062755,0
1,0,0,0,0,0,0,0,0,402900,0.18421052631578946,3.071097272893042e-05,0.00657106575809517,0
1,1,0,0,0,0,0,1,0,58574,0.32894736842105265,0.002643885705824528,0.0002621406636929971,0
0,0,0,0,0,0,0,0,0,73723,0.18421052631578946,0.0001420382488713032,0.03420661455478452,0
1,0,0,1,1,0,0,0,0,110415,0.1031578947368421,0.005686465646897849,0.005945876727530281,0
1,0,0,1,0,0,0,0,0,315837,0.2894736842105263,0.0009095383619809126,0.06255564662232029,0
1,1,0,1,0,0,0,0,0,608,0.3684210526315789,0.0005966703273049339,0.0014187403702380407,0
1,0,0,1,0,1,0,0,0,9348,0.09210526315789473,0.0006257360693519573,0.005859776132970029,0
0,0,0,0,1,0,1,0,0,64690,0.039473684210526314,0.010052907876678991,0.005808499664235102,0
0,1,1,0,0,0,0,0,0,267935,0.3684210526315789,0.39085745310064285,0.00013381238899809892,0
1,0,0,0,0,0,0,0,0,136795,0.11315789473684211,0.01522825519173107,0.03202859855926833,0
1,1,0,0,0,0,0,0,0,177677,0.39473684210526316,0.0048271068207150995,0.0024769002250406304,0
0,0,0,0,1,0,0,0,0,65,0.10789473684210527,8.966507216393079e-05,8.856844599669254e-05,0
0,0,0,0,1,0,0,0,0,400928,0.018421052631578946,0.3213980073514391,0.024059357859572125,0
0,0,0,0,0,0,0,0,0,9904,0.21052631578947367,0.007262322435051091,0.016509103492640457,1
1,0,0,0,0,0,0,0,0,2332,0.02763157894736842,0.006565293036149831,0.0059357311160693595,0
1,0,0,1,0,0,1,0,0,81796,0.05263157894736842,0.0032424754689250198,0.35964684497533106,0
0,0,0,1,0,0,0,0,0,479455,0.2894736842105263,0.017154546115130502,0.010401171187450592,0
0,1,1,0,0,0,0,0,0,10140,0.40789473684210525,0.0015155316631499862,0.002956211815140378,0
1,1,1,0,0,0,1,0,0,46528,0.11052631578947368,0.0020611998393158036,0.038709346603427515,1
0,0,1,0,0,0,0,0,0,14248,0.06578947368421052,0.020973949143177573,0.024435019689341378,1
0,0,0,0,1,0,0,0,1,632322,0.06578947368421052,0.3914771566574945,0.1528376041330479,1
1,1,0,0,0,0,0,0,0,1271,0.17105263157894737,0.004739909594574029,0.00417258836759031,0
0,0,0,0,0,1,0,1,0,4233,0.06315789473684211,0.003949924662145024,0.0014094173759225993,0
1,1,1,0,0,1,1,0,0,282035,0.32894736842105265,0.02270665125633928,0.004207686699130795,0
0,0,0,0,1,0,1,0,0,466272,0.25,7.86968676178842e-05,3.784038869208535e-05,0
0,0,0,0,0,1,1,1,0,82507,0.007894736842105263,0.2547107753012486,0.015218142985666993,0
0,0,0,0,0,0,1,1,0,807,0.0868421052631579,5.264738182102358e-05,0.0020474940751000095,0
0,0,0,0,0,1,0,0,0,533642,0.02631578947368421,0.3707329913995566,0.4059122042657086,0
0,0,0,0,1,1,1,0,0,280092,0.02631578947368421,0.0020293920461322682,0.0005835097618605626,0
0,0,0,0,0,1,1,1,0,493922,0.02631578947368421,0.2561846277871236,0.3141081308301276,0
1,0,0,0,0,0,0,0,0,11770,0.026315802631578948,0.02119715210568962,0.015796168633224354,0
1,0,0,1,0,1,0,0,0,315011,0.039473684210526314,0.16134311148768612,0.021366383530985383,1
0,0,0,0,0,1,0,1,0,41446,0.10526315789473684,0.00252433227627262,0.0014094173759225993,0
1,0,0,0,0,0,1,0,0,146216,0.22105263157894736,0.001905451334761942,0.004113634138830902,0
1,0,0,0,1,0,1,0,0,818192,0.03263157894736842,0.0006303975562840272,0.4125822582869766,1
0,1,1,0,0,0,0,0,0,116711,0.2631578947368421,0.01948775742718826,0.0015665372507093016,0
1,1,1,1,0,0,1,0,0,18,0.23684210526315788,1.727492216002336e-05,1.617813719444229e-05,0
1,1,1,1,0,0,1,0,0,14164,0.07894736842105263,0.0004439380790012353,0.015666469329953657,0
0,0,0,0,0,1,0,0,0,10012,0.09210526315789473,0.012266565759184844,0.0014094173759225993,1
1,1,1,0,0,0,0,0,0,18360,0.39473684210526316,0.0025427040188872483,0.004887716872727692,0
0,1,0,0,1,0,0,0,0,86834,0.32894736842105265,0.0016893777052048244,0.0017634169541942094,0
1,0,0,1,0,0,0,0,0,338762,0.11052631578947368,0.3353506603544649,0.4864055661566532,0
0,0,0,0,0,0,0,0,0,462883,0.02631578947368421,0.036859473992330485,0.024151216774150736,1
0,0,1,0,1,0,0,0,1,122906,0.031578947368421054,0.014728653474658649,0.0019243757089931523,0
0,0,0,0,0,0,0,0,0,76489,0.07894736842105263,0.01072827507160181,0.002028025469323647,1
1,1,0,1,0,0,1,0,0,44833,0.55,0.0036400728837192083,0.01003647758628774,0
0,0,0,0,0,1,0,0,0,377,0.004736842105263158,0.0014091400790533343,0.0014094173759225993,0
1,1,1,0,0,0,0,0,0,274854,0.23684210526315788,0.33557029865049953,0.01442568846885448,0
0,0,0,0,0,0,0,0,0,378236,0.13157894736842105,0.01520906083377549,0.024435019689341378,0
0,0,0,0,0,1,0,0,0,1691,0.026842105263157896,0.009228647305043592,0.004619543683301174,0
0,0,0,0,0,1,0,0,0,764,0.0009210526315789473,0.0031429390126696474,0.0020902701666649756,0
