액션,모험,판타지,SF,드라마,공포,스릴러,미스터리,로맨스,title,budget,charactor,director,vote_weight
0,0,0,0,0,1,1,1,0,419430,0.011842105263157895,0.3442754883935831,0.07986597921465838,0
1,1,0,1,0,0,0,0,0,91314,0.5526315789473685,0.0006260102744656085,0.00023718794361343357,0
1,1,0,1,0,0,0,0,0,1724,0.39473684210526316,0.00024184891024032706,0.005172890816494132,0
0,0,0,0,1,0,0,0,0,885110,0.0006578947368421052,0.4354453982212314,0.4575651574475506,1
0,1,0,0,0,0,0,0,0,10674,0.23684210526315788,0.00021278316819330363,0.018149950492158128,0
0,1,1,0,0,0,0,0,0,32657,0.25,0.014625003941698508,0.0030066656667298254,0
1,1,1,0,0,0,0,0,0,58,0.5263157894736842,3.125938295623275e-05,0.0004672465386327061,0
0,0,0,0,0,0,0,0,0,20352,0.18157894736842106,0.004865221331512611,0.03420661455478452,0
0,1,0,1,0,0,1,0,0,131631,0.32894736842105265,0.007670065439050373,0.0030006331409963044,0
1,1,0,1,0,0,1,0,0,135397,0.39473684210526316,0.005209074544031172,0.25520517853945424,0
0,0,0,0,0,0,0,0,0,109418,0.21052631578947367,0.009019977213555056,0.004796954781009719,0
1,1,0,1,0,0,0,0,0,98566,0.32894736842105265,0.005813148409404687,0.01830021522406583,0
0,0,0,0,0,0,0,0,0,57214,0.031578947368421054,0.06188644892038592,0.3562974221646512,0
0,0,0,0,0,0,0,0,0,4247,0.05,0.0048989485604917045,0.009786127768346625,0
1,1,1,0,0,0,0,0,0,120,0.24473684210526317,0.00036387018581509527,2.961421723728419e-05,0
0,0,0,0,1,0,0,0,1,296096,0.05263157894736842,0.06511137526203727,0.3007672001704463,0
0,1,1,0,1,0,0,0,1,18239,0.13157894736842105,0.010397035294311203,0.0009015883914462075,0
1,0,0,1,1,1,1,0,0,72190,0.5263157894736842,0.048212388312829646,0.003563303268504704,0
0,1,1,0,0,0,0,0,0,411,0.47368421052631576,0.0015152574580363349,0.0015147123705440543,0
0,0,0,0,0,0,0,0,0,440249,0.0013157894736842105,0.4069138077356005,0.28702730019520706,1
1,0,0,0,0,0,0,0,0,366672,0.11842105263157894,0.000611751608555748,0.4209112568849627,1
1,0,0,0,0,0,1,0,0,634528,0.060526315789473685,0.007327583252100069,0.0013013803241495442,1
0,0,0,0,1,0,0,0,0,381284,0.06578947368421052,0.0019040803091936861,0.31305600350105856,0
0,1,1,0,1,0,0,0,0,337401,0.5263157894736842,0.005930782403161037,0.004191782767651513,0
0,0,0,0,0,0,0,0,0,656663,0.02631578947368421,0.015515896355951141,0.015514010952324676,1
0,0,0,0,0,0,0,0,0,12,0.24736842105263157,3.8388715911163025e-06,1.9194400061202718e-06,0
0,0,0,0,0,0,0,0,0,93456,0.2,0.01126736232504,0.03420661455478452,0
1,0,1,0,0,1,0,0,0,22894,0.06842105263157895,0.0016630540142943127,0.031905754398876635,0
1,1,0,1,0,0,0,0,0,1726,0.3684210526315789,0.005014663118452496,0.004189040710499913,0
1,0,0,0,1,0,0,0,0,617653,0.2631578947368421,0.2805499457759388,0.00015849090336250243,0
1,1,0,1,0,0,0,0,0,49529,0.6578947368421053,0.005770372411675106,1.9194400061202718e-06,0
1,1,0,1,0,0,0,0,0,72545,0.20789473684210527,0.007670065439050373,0.036435358607605314,0
0,0,0,0,1,0,1,0,0,22803,0.1394736842105263,0.004737167543437518,0.010401171187450592,0
0,1,0,0,1,0,0,0,0,420818,0.6842105263157895,0.023113297439883957,0.004189040710499913,0
1,0,1,0,0,0,0,0,0,557,0.36578947368421055,0.0014513676665556135,0.0020902701666649756,0
0,1,0,0,0,0,0,0,0,260514,0.4605263157894737,0.3769571732743244,0.39578469038198777,0
0,1,0,0,0,0,0,0,0,793937,0.030789473684210526,0.813407807442201,0.011641952048549767,1
0,1,0,1,0,0,0,1,0,70981,0.34210526315789475,0.0047404580048013316,0.00015849090336250243,0
1,1,0,0,0,0,0,0,0,9806,0.24210526315789474,0.00512379675368566,0.001943295903339195,0
1,1,0,0,0,0,0,0,0,47971,0.2236842105263158,0.0003677090574062116,0.011038425269482522,0
1,0,0,0,0,0,1,0,0,592508,0.034210526315789476,0.022448898449507183,0.023796394578733646,1
1,1,1,0,0,0,0,0,0,525660,0.10132736842105264,0.4275477425378506,0.03430340917223601,1
0,0,0,0,0,0,0,0,0,18785,0.09210526315789473,0.007432329605514813,0.015665372507093017,0
1,0,0,0,1,0,0,0,0,111,0.06578947368421052,0.00031780372672169966,0.0003153365724340446,0
1,1,0,1,0,0,0,0,0,284054,0.5263157894736842,0.03719619787189411,0.2895944141005353,0
0,0,0,0,0,1,1,1,0,717728,0.05263157894736842,0.7509274302456467,0.01815570881217649,1
0,0,0,0,0,1,1,0,0,8922,0.02631578947368421,0.004122125473517956,0.015451217843553026,0
1,1,0,1,0,0,0,0,0,68726,0.47368421052631576,0.004950499121858123,0.0029690994837529,0
0,0,0,1,0,1,0,1,0,126889,0.25526315789473686,0.02133178681649234,0.00015849090336250243,0
0,0,0,0,0,0,0,0,0,12153,0.09736842105263158,0.002621949296732435,0.009786127768346625,0
0,0,1,0,0,0,0,0,0,72105,0.13157894736842105,0.005202493621303544,0.014296811782729263,0
0,0,0,0,0,0,0,0,1,615904,0.060526315789473685,0.0002432199358085829,0.016237914040347176,1
1,1,1,0,0,0,0,0,0,166426,0.6052631578947368,0.0010447214830109368,0.005568569663470068,0
1,1,0,1,0,0,1,0,0,351286,0.4473684210526316,0.005209074544031172,0.014229631382515054,0
1,0,0,0,0,0,1,0,0,260346,0.12631578947368421,0.0005972187375322363,0.020575025837033512,0
0,1,0,0,0,0,0,0,0,637693,0.07894736842105263,3.5920869888302546e-05,0.38399878033297896,1
0,0,1,0,0,0,0,0,1,10020,0.06578947368421052,0.004126238550222723,0.017013916214250087,0
0,1,0,0,0,0,0,0,0,14160,0.4605263157894737,7.95194829588377e-05,0.0035345116684129003,0
1,0,0,0,0,0,0,0,0,22832,0.10526315789473684,0.0005588300216210732,0.003089201586992997,1
1,0,0,0,0,0,1,0,0,324552,0.10526315789473684,0.001162081271653635,0.011144817086964617,0
1,1,1,0,0,0,0,0,0,49051,0.6578947368421053,0.0019358881023772213,2.961421723728419e-05,0
0,0,0,0,0,0,0,0,0,10193,0.5263157894736842,0.0035366975558727195,2.1936457212803105e-06,0
0,0,0,0,0,0,0,0,0,335797,0.19736842105263158,0.00010090748182362852,0.01448957840048677,0
0,0,0,0,0,1,1,1,0,439079,0.05789473684210526,0.1445919210947365,0.3842921804482002,0
1,0,1,0,0,1,0,0,0,561,0.2631578947368421,0.0009029574392532846,0.0030006331409963044,0
0,0,1,0,0,1,0,0,0,373226,0.009473684210526316,0.0005878957636680966,0.16122418593121768,1
1,0,0,0,0,0,1,0,0,458156,0.14473684210526316,0.0012577788563178916,0.011144817086964617,0
1,0,0,1,0,0,0,0,0,503314,0.002631578947368421,0.034132504137069655,0.28999420603323867,0
0,1,1,0,0,0,0,0,1,11970,0.2236842105263158,0.005731709490650291,0.004335466562395373,0
0,0,0,0,0,0,0,0,0,38365,0.21052631578947367,0.009019977213555056,0.004796954781009719,0
0,0,0,0,1,0,0,0,1,18240,0.10526315789473684,0.0029775933291379952,0.008010645762685373,0
0,0,0,0,0,0,0,0,1,10198,0.27631578947368424,0.01816663718961695,0.004335466562395373,0
1,1,1,0,0,0,0,0,0,121,0.20789473684210527,0.00036387018581509527,2.961421723728419e-05,0
1,1,0,1,0,0,0,0,0,49521,0.5921052631578947,0.0025427040188872483,0.00417258836759031,0
1,0,0,1,0,0,0,0,0,335983,0.30526315789473685,0.00049685966593591,0.02502620721122642,0
0,0,0,0,1,0,1,0,1,683363,0.004736842105263158,0.6053735976122219,0.29176831701032413,1
1,0,0,0,1,0,1,0,0,254128,0.2894736842105263,0.030029024611279976,0.036435358607605314,0
0,0,0,0,0,1,0,0,0,11351,0.04473684210526316,0.015453377590038677,0.015451217843553026,0
0,0,0,0,1,0,1,0,0,23168,0.09736842105263158,0.004265534747957515,0.00024130102934083415,0
0,1,0,0,1,0,0,0,0,150540,0.4605263157894737,0.04639550522977703,0.0035345116684129003,0
1,1,0,1,0,0,0,0,0,14161,0.5263157894736842,0.0014516418716692648,0.0016578477538575945,0
1,1,0,0,0,0,0,0,0,384018,0.5263157894736842,0.0002676241909235365,0.011155785315571019,0
1,1,1,0,0,0,0,0,0,447404,0.39473684210526316,0.0029775933291379952,0.017996121085953345,0
0,0,0,0,0,0,0,0,0,4258,0.05263157894736842,0.009747443380071595,0.019749392428686636,0
0,1,0,0,0,0,0,0,0,49013,0.5263157894736842,0.0002432199358085829,0.0021604668297459458,0
