0,1,2,3,4,5,6
{851238: 'Guglhupfgeschwader'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{44461: 'Sebastian Bezzel'},{219492: 'Ed Herzog'},0.0
{377264: 'Morgan'},8000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1397778: 'Anya Taylor-Joy'},{190090: 'Luke Scott'},5.8
{14711: 'Afro Samurai: Resurrection'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",{140: 'Lucy Liu'},{77177: 'Fuminori Kizaki'},7.0
{549514: 'Fatale'},0,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{448: 'Hilary Swank'},{119419: 'Deon Taylor'},6.2
{70584: 'Hellraiser: Revelations'},350000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{212768: 'Nick Eversman'},{74661: 'Víctor García'},3.6
{48266: 'Ma mère'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{16269: 'Louis Garrel'},{76910: 'Christophe Honoré'},4.5
{270938: 'Falcon Rising'},4500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2203: 'Neal McDonough'},{5917: 'Ernie Barbarash'},6.2
"{7249: ""Futurama: Bender's Big Score""}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18980: 'Katey Sagal'},{53216: 'Dwayne Carey-Hill'},7.372
{11878: 'Yojimbo'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{70131: 'Tatsuya Nakadai'},{5026: 'Akira Kurosawa'},8.176
{239529: 'Lupin the Third vs. Detective Conan: The Movie'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{68470: 'Minami Takayama'},{89972: 'Hajime Kamegaki'},6.9
{10660: 'It Could Happen to You'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2233: 'Bridget Fonda'},{41550: 'Andrew Bergman'},6.5
{287233: 'Tom and Jerry: The Lost Dragon'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{107791: 'Kelly Stables'},{92317: 'Spike Brandt'},5.8
{32916: 'Scooby-Doo! Abracadabra-Doo'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15761: 'Grey DeLisle'},{92317: 'Spike Brandt'},7.7
{8834: 'Conspiracy Theory'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1204: 'Julia Roberts'},{7187: 'Richard Donner'},6.6
{392681: 'Museum'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{20705: 'Machiko Ono'},{1084905: 'Keishi Ōtomo'},6.5
{390061: 'Mark Felt: The Man Who Brought Down the White House'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2882: 'Diane Lane'},{1192754: 'Peter Landesman'},6.1
{423180: 'Sexo oral'},0,"[{'id': 99, 'name': 'Documentary'}]",[],{2882: 'Diane Lane'},{16979: 'Chus Gutiérrez'},3.2
{369883: 'Middle School: The Worst Years of My Life'},8500000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16858: 'Lauren Graham'},{52112: 'Steve Carr'},6.9
{27310: 'The Marine 2'},0,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{97549: 'Ted DiBiase Jr.'},{97555: 'Roel Reiné'},6.0
{916719: 'Code Name Banshee'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3131: 'Antonio Banderas'},{74629: 'Jon Keeyes'},5.0
"{859933: 'Before, Now & Then'}",0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",{1158144: 'Happy Salma'},{1515263: 'Kamila Andini'},9.0
"{329505: ""Lola's Secret""}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{70962: 'Donatella Damiani'},{226550: 'Bruno Gaburro'},4.5
{330947: 'Song to Song'},10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{108916: 'Rooney Mara'},{30715: 'Terrence Malick'},5.4
{80271: 'LOL'},11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3416: 'Demi Moore'},{229568: 'Lisa Azuelos'},6.1
{509853: 'The Fanatic'},18000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{50398: 'Devon Sawa'},{29783: 'Fred Durst'},4.6
{206284: 'Grace Unplugged'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11153: 'James Denton'},{1156260: 'Brad J. Silverman'},6.2
{293670: 'The Wailing'},10951000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{68903: 'Hwang Jung-min'},{75915: 'Na Hong-jin'},7.354
{559519: 'Mr. Osomatsu the Movie'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{9705: 'Takahiro Sakurai'},{1281397: 'Youichi Fujita'},7.6
{505225: 'The Last Thing He Wanted'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{880: 'Ben Affleck'},{472630: 'Dee Rees'},4.9
{411632: 'End of a Gun'},7500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{552966: 'Jonathan Rosenthal'},{92436: 'Keoni Waxman'},5.0
{299245: 'The Gallows'},100000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1357480: 'Cassidy Gifford'},{1401542: 'Chris Lofing'},4.959
{64678: 'The Art of Getting By'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{34847: 'Emma Roberts'},{119417: 'Gavin Wiesen'},6.6
{230726: 'No Breathing'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{1095818: 'Lee Jong-suk'},{1265918: 'Cho Yong-sun'},6.8
{925: 'Do the Right Thing'},6500000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15531: 'Ossie Davis'},{5281: 'Spike Lee'},7.8
{82682: 'Gangster Squad'},60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{30614: 'Ryan Gosling'},{91268: 'Ruben Fleischer'},6.332
{11849: 'Dungeons & Dragons'},35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{16940: 'Jeremy Irons'},{61921: 'Courtney Solomon'},4.3
{410199: 'ARQ'},2000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1223726: 'Robbie Amell'},{1357434: 'Tony Elliott'},6.1
{9585: 'Not Without My Daughter'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{658: 'Alfred Molina'},{58080: 'Brian Gilbert'},6.5
"{137321: ""Winter's Tale""}",60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{567269: 'Jessica Brown Findlay'},{5575: 'Akiva Goldsman'},6.3
{72207: 'The Five-Year Engagement'},30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5081: 'Emily Blunt'},{52934: 'Nicholas Stoller'},5.83
{472454: 'Ayla: The Daughter of War'},4172781,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",{1876418: 'Kim Seol'},{1876416: 'Can Ulkay'},8.2
{612: 'Munich'},70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{8784: 'Daniel Craig'},{488: 'Steven Spielberg'},7.138
{7364: 'Sahara'},130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{955: 'Penélope Cruz'},{52609: 'Breck Eisner'},5.847
{8010: 'Highlander II: The Quickening'},30000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{738: 'Sean Connery'},{52968: 'Russell Mulcahy'},4.777
{448432: 'The Convent'},0,"[{'id': 36, 'name': 'History'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{11086: 'Michael Ironside'},{1037760: 'Paul Hyett'},5.6
{405965: 'An Ordinary Man'},6000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}]",{2282: 'Ben Kingsley'},{11887: 'Brad Silberling'},6.4
{385360: 'Billionaire Boys Club'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1979: 'Kevin Spacey'},{40508: 'James Cox'},5.6
{178809: 'The Colony'},16000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{2975: 'Laurence Fishburne'},{229002: 'Jeff Renfroe'},5.4
{575094: 'Abigail'},7000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{1122543: 'Tinatin Dalakishvili'},{1531822: 'Alexandr Boguslavsky'},6.2
{800669: 'A Perfect Fit'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",{1645590: 'Nadya Arina'},{1669460: 'Hadrah Daeng Ratu'},7.3
{11888: 'Snow Dogs'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{5563: 'James Coburn'},{13581: 'Brian Levant'},5.656
{9406: 'An American Werewolf in Paris'},22000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1146: 'Julie Delpy'},{58384: 'Anthony Waller'},5.962
{420707: 'Cage Dive'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{1692989: 'Suzanne Dervish-Ali'},{1692995: 'Gerald Rascionato'},4.6
{889: 'The Flintstones in Viva Rock Vegas'},83000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9045: 'Stephen Baldwin'},{13581: 'Brian Levant'},4.8
{14132: 'Macross: Do You Remember Love?'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{76395: 'Arihiro Hase'},{76409: 'Noboru Ishiguro'},7.2
{302: 'Swimming Pool'},7800000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{4390: 'Ludivine Sagnier'},{4387: 'François Ozon'},6.5
{1535: 'Spy Game'},115000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{287: 'Brad Pitt'},{893: 'Tony Scott'},6.931
"{655: 'Paris, Texas'}",1746964,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{2630: 'Nastassja Kinski'},{2303: 'Wim Wenders'},8.126
{20410: 'Scooby-Doo and the Alien Invaders'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{30695: 'Mary Kay Bergman'},{88623: 'Jim Stenstrum'},7.111
{10073: 'Date Movie'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{62842: 'Eddie Griffin'},{35734: 'Aaron Seltzer'},4.231
"{20770: ""But I'm a Cheerleader""}",1200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{20387: 'Clea DuVall'},{59466: 'Jamie Babbit'},7.0
{9359: 'Maverick'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1038: 'Jodie Foster'},{7187: 'Richard Donner'},6.8
{6217: 'Cat People'},18000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{56890: 'Malcolm McDowell'},{1035: 'Paul Schrader'},6.0
{359784: 'Maudie'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",{569: 'Ethan Hawke'},{133873: 'Aisling Walsh'},7.767
{664574: 'Silent Night'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1247: 'Matthew Goode'},{2512736: 'Camille Griffin'},6.2
{617762: 'The Electrical Life of Louis Wain'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{120932: 'Claire Foy'},{939337: 'Will Sharpe'},7.1
{794: 'The Omen'},2800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{855: 'Lee Remick'},{7187: 'Richard Donner'},7.382
{301872: 'Saul: The Journey to Damascus'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'MT', 'name': 'Malta'}]",{2684: 'Emmanuelle Vaugier'},{44132: 'Mario Philip Azzopardi'},5.7
{61927: 'Porno Unplugged'},0,"[{'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1084242: 'Renee Pornero'},{1415967: 'Fabian Burstein'},6.3
{143049: 'Adult World'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{55089: 'Evan Peters'},{9306: 'Scott Coffey'},6.1
{51170: 'Open Season 3'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{52698: 'Nika Futterman'},{12095: 'Cody Cameron'},5.6
{511365: 'We Are Thr3e'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",{1687327: 'Juan Manuel Martino'},{1265109: 'Marcelo Briem Stamm'},4.6
{49526: 'Premium Rush'},35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{335: 'Michael Shannon'},{508: 'David Koepp'},6.3
{11979: 'Queen of the Damned'},35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{21352: 'Aaliyah'},{28741: 'Michael Rymer'},6.053
{14864: 'The Hot Spot'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12519: 'Virginia Madsen'},{2778: 'Dennis Hopper'},6.3
{9538: 'Scanners'},4100000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{57880: 'Stephen Lack'},{224: 'David Cronenberg'},6.8
{20856: 'Aliens in the Attic'},45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{19159: 'Thomas Haden Church'},{79656: 'John Schultz'},5.648
{500904: 'A Vigilante'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{937913: 'Morgan Spector'},{1967046: 'Sarah Daggar-Nickson'},5.5
{11379: 'The Adventures of Buckaroo Banzai Across the 8th Dimension'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12074: 'John Lithgow'},{18179: 'W.D. Richter'},6.1
{15247: 'The Ipcress File'},0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{29909: 'Nigel Green'},{64508: 'Sidney J. Furie'},6.8
"{372049: ""My Friend's Wife""}",0,"[{'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{1702028: 'Je Dong-hwa'},{1979671: 'Tak Seung-oh'},6.2
{38684: 'Jane Eyre'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{17288: 'Michael Fassbender'},{87257: 'Cary Joji Fukunaga'},7.2
{333620: 'Stalked by My Neighbor'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{936571: 'Kelcie Stranahan'},{92227: 'Doug Campbell'},5.8
{534490: 'Avengement'},2400000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{51799: 'Craig Fairbrass'},{77295: 'Jesse V. Johnson'},6.8
{1497: 'Teenage Mutant Ninja Turtles II: The Secret of the Ooze'},25000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2076: 'David Warner'},{59649: 'Michael Pressman'},6.063
{453201: 'The 15:17 to Paris'},30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1956663: 'Spencer Stone'},{190: 'Clint Eastwood'},5.4
{12707: 'Orca'},6000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{44079: 'Charlotte Rampling'},{20412: 'Michael Anderson'},6.2
{11172: 'Music and Lyrics'},40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3291: 'Hugh Grant'},{18323: 'Marc Lawrence'},6.4
{4689: 'Sympathy for Mr. Vengeance'},4000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{25004: 'Shin Ha-kyun'},{10099: 'Park Chan-wook'},7.5
{497727: 'Beyond the Edge'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{226139: 'Milos Bikovic'},{1614855: 'Francesco Cinquemani'},5.5
{9592: 'Open Water 2: Adrift'},1200000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{58115: 'Eric Dane'},{58116: 'Hans Horn'},5.5
{2665: 'Airplane II: The Sequel'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7685: 'Raymond Burr'},{27746: 'Ken Finkleman'},6.078
{147773: 'The Way Way Back'},4600000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4495: 'Steve Carell'},{161932: 'Jim Rash'},7.1
{650031: 'The Shadow in My Eye'},0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",{1609347: 'Alex Høgh Andersen'},{22676: 'Ole Bornedal'},7.768
